Linux 2.6.32-220.el6.x86_64 (lightning) 	2013年02月05日 	_x86_64_	(64 CPU)

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 8296.45     0.00 66344.00     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1918.45    0.00  228.28     0.00 16939.60    74.20     0.06    0.28   0.12   2.73
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00  2045.18    0.00  204.25     0.00 17995.47    88.11     0.10    0.48   0.21   4.33
sdd               0.00  1272.75    0.00  183.45     0.00 11649.60    63.50     0.07    0.40   0.17   3.06
sdf               0.00  1999.68    0.00  201.55     0.00 17609.87    87.37     0.11    0.55   0.21   4.17
sda               0.00     0.40    0.00    0.83     0.00     9.87    11.84     0.01   14.10   7.98   0.67
dm-0              0.00     0.00    0.00    1.23     0.00     9.87     8.00     0.02   14.23   5.38   0.66
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 8027.73     0.00 64194.53     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1802.30    0.00  230.82     0.00 16026.13    69.43     0.06    0.26   0.11   2.57
sdc               0.00     0.02    0.00    0.47     0.00     4.07     8.71     0.00    0.07   0.04   0.00
sde               0.00  1919.33    0.00  195.97     0.00 16922.40    86.35     0.09    0.46   0.20   3.92
sdd               0.00  1178.08    0.00  183.38     0.00 10891.73    59.39     0.07    0.38   0.16   2.92
sdf               0.00  1853.18    0.00  186.52     0.00 16317.60    87.49     0.10    0.54   0.21   3.96
sda               0.00     0.45    0.00    0.83     0.00    10.27    12.32     0.01   13.86   8.02   0.67
dm-0              0.00     0.00    0.00    1.28     0.00    10.27     8.00     0.02   16.36   5.21   0.67
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 7523.40     0.00 60157.87     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1698.67    0.00  217.45     0.00 15110.27    69.49     0.05    0.25   0.11   2.32
sdc               0.00     0.02    0.00    0.28     0.00     2.52     8.88     0.00    0.18   0.18   0.01
sde               0.00  1825.80    0.00  180.92     0.00 16053.73    88.74     0.09    0.50   0.21   3.87
sdd               0.00  1123.65    0.00  171.55     0.00 10361.60    60.40     0.07    0.42   0.17   2.89
sdf               0.00  1738.93    0.00  179.32     0.00 15346.00    85.58     0.10    0.57   0.22   3.90
sda               0.00     0.42    0.00    0.97     0.00    11.07    11.45     0.01   14.29   6.98   0.68
dm-0              0.00     0.00    0.00    1.38     0.00    11.07     8.00     0.02   14.58   4.88   0.68
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 7112.15     0.00 56871.60     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1758.23    0.00  221.87     0.00 15618.00    70.39     0.06    0.25   0.11   2.46
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00  1865.52    0.00  186.13     0.00 16413.20    88.18     0.09    0.49   0.21   3.87
sdd               0.00  1154.30    0.00  174.20     0.00 10628.00    61.01     0.07    0.40   0.17   2.92
sdf               0.00  1770.83    0.00  181.47     0.00 15618.40    86.07     0.10    0.56   0.21   3.85
sda               0.00     0.45    0.00    0.95     0.00    11.20    11.79     0.02   15.91   7.61   0.72
dm-0              0.00     0.00    0.00    1.40     0.00    11.20     8.00     0.02   15.95   5.17   0.72
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 7287.97     0.00 58277.60     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1837.65    0.00  225.73     0.00 16276.27    72.10     0.06    0.28   0.12   2.75
sdc               0.00     0.02    0.00    0.43     0.00     3.43     7.92     0.00    0.08   0.04   0.00
sde               0.00  1927.42    0.00  192.43     0.00 16958.80    88.13     0.10    0.50   0.21   4.13
sdd               0.00  1213.22    0.00  186.37     0.00 11196.67    60.08     0.07    0.40   0.17   3.08
sdf               0.00  1858.20    0.00  190.13     0.00 16386.67    86.19     0.11    0.56   0.22   4.19
sda               0.00     0.57    0.00    0.88     0.00    11.60    13.13     0.01   13.09   7.34   0.65
dm-0              0.00     0.00    0.00    1.45     0.00    11.60     8.00     0.02   13.92   4.47   0.65
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 7605.75     0.00 60818.40     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1924.73    0.00  243.30     0.00 17096.67    70.27     0.06    0.24   0.11   2.62
sdc               0.00     0.00    0.00    0.10     0.00     0.88     8.83     0.00    0.00   0.00   0.00
sde               0.00  2050.30    0.00  210.73     0.00 18088.27    85.83     0.10    0.47   0.20   4.29
sdd               0.00  1229.97    0.00  197.98     0.00 11423.60    57.70     0.07    0.38   0.16   3.13
sdf               0.00  1943.63    0.00  198.57     0.00 17137.60    86.31     0.11    0.54   0.21   4.24
sda               0.00     0.48    0.00    1.20     0.00    13.47    11.22     0.02   19.42   7.49   0.90
dm-0              0.00     0.00    0.00    1.68     0.00    13.47     8.00     0.03   19.30   5.35   0.90
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 7971.70     0.00 63746.13     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  2171.23    0.00  270.57     0.00 19275.87    71.24     0.07    0.24   0.11   2.96
sdc               0.00     0.00    0.00    0.10     0.00     0.73     7.33     0.00    0.00   0.00   0.00
sde               0.00  2244.22    0.00  228.50     0.00 19781.73    86.57     0.11    0.48   0.21   4.77
sdd               0.00  1383.37    0.00  220.28     0.00 12829.20    58.24     0.09    0.39   0.16   3.56
sdf               0.00  2158.93    0.00  219.18     0.00 19024.93    86.80     0.12    0.56   0.22   4.74
sda               0.00     0.42    0.00    0.93     0.00    10.80    11.57     0.01   14.88   7.32   0.68
dm-0              0.00     0.00    0.00    1.35     0.00    10.80     8.00     0.02   15.30   5.06   0.68
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 8867.68     0.00 70911.73     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  2085.45    0.00  255.12     0.00 18472.93    72.41     0.06    0.24   0.11   2.69
sdc               0.00     0.03    0.00    0.62     0.00     5.07     8.22     0.00    0.24   0.08   0.01
sde               0.00  2191.72    0.00  216.27     0.00 19263.87    89.07     0.11    0.51   0.21   4.61
sdd               0.00  1331.23    0.00  205.15     0.00 12291.07    59.91     0.08    0.40   0.16   3.38
sdf               0.00  2153.77    0.00  214.50     0.00 18946.13    88.33     0.12    0.57   0.22   4.62
sda               0.00     0.62    0.00    0.83     0.00    11.60    13.92     0.01   12.90   6.50   0.54
dm-0              0.00     0.00    0.00    1.45     0.00    11.60     8.00     0.02   13.28   3.75   0.54
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 8625.23     0.00 68974.00     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  2340.92    0.00  283.97     0.00 20726.00    72.99     0.07    0.23   0.10   2.84
sdc               0.00     0.00    0.00    0.10     0.00     0.88     8.83     0.00    0.00   0.00   0.00
sde               0.00  2386.70    0.00  240.32     0.00 21016.13    87.45     0.11    0.47   0.20   4.85
sdd               0.00  1482.02    0.00  223.40     0.00 13643.33    61.07     0.09    0.38   0.16   3.64
sdf               0.00  2322.08    0.00  226.48     0.00 20388.53    90.02     0.13    0.56   0.21   4.86
sda               0.00     0.38    0.00    0.92     0.00    10.40    11.35     0.01   13.20   7.09   0.65
dm-0              0.00     0.00    0.00    1.30     0.00    10.40     8.00     0.02   12.97   5.01   0.65
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 9475.48     0.00 75774.00     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  2275.08    0.00  273.62     0.00 20114.80    73.51     0.07    0.24   0.11   2.88
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00  2324.07    0.00  230.53     0.00 20436.80    88.65     0.11    0.46   0.21   4.80
sdd               0.00  1428.13    0.00  223.33     0.00 13211.73    59.16     0.08    0.36   0.16   3.49
sdf               0.00  2281.85    0.00  222.93     0.00 20038.27    89.88     0.12    0.54   0.21   4.75
sda               0.00     0.33    0.00    0.90     0.00     9.87    10.96     0.01   12.65   7.28   0.66
dm-0              0.00     0.00    0.00    1.23     0.00     9.87     8.00     0.02   13.14   5.31   0.66
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 9229.00     0.00 73801.60     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  2264.28    0.00  272.20     0.00 20028.93    73.58     0.07    0.24   0.10   2.82
sdc               0.00     0.02    0.00    0.43     0.00     3.43     7.92     0.00    0.08   0.08   0.00
sde               0.00  2274.55    0.00  223.43     0.00 19983.87    89.44     0.11    0.48   0.21   4.69
sdd               0.00  1424.27    0.00  219.10     0.00 13146.93    60.00     0.08    0.36   0.16   3.41
sdf               0.00  2234.72    0.00  213.22     0.00 19583.47    91.85     0.12    0.56   0.22   4.76
sda               0.00     0.87    0.00    1.08     0.00    15.60    14.40     0.02   15.35   7.17   0.78
dm-0              0.00     0.00    0.00    1.95     0.00    15.60     8.00     0.03   14.79   3.98   0.78
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 9096.38     0.00 72743.20     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  2003.85 1024.85  387.37  8198.80 18875.87    19.17     0.27    0.19   0.16  22.14
sdc               0.00     0.00    0.00    0.13     0.00     1.52    11.38     0.00    0.00   0.00   0.00
sde               0.00  2128.05 1034.35  284.53  8274.80 19300.67    20.91     0.25    0.19   0.14  18.48
sdd               0.00  1288.98 1032.72  250.85  8261.73 12318.67    16.03     0.22    0.17   0.14  17.66
sdf               0.00  2066.10 1041.58  265.28  8332.67 18651.07    20.65     0.31    0.24   0.17  21.69
sda               0.00     0.40    0.00    1.03     0.00    11.47    11.10     0.02   17.26   7.32   0.76
dm-0              0.00     0.00    0.00    1.43     0.00    11.47     8.00     0.02   16.72   5.29   0.76
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00 4133.58 8646.95 33068.67 69146.27     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1968.92 1369.98  403.38 10959.87 18726.13    16.74     0.33    0.19   0.16  29.14
sdc               0.00     0.02    0.00    0.25     0.00     1.97     7.87     0.00    0.20   0.20   0.01
sde               0.00  2115.05 1370.72  308.68 10965.73 19389.87    18.08     0.30    0.18   0.14  22.77
sdd               0.00  1268.63 1371.88  269.27 10975.07 12303.20    14.18     0.27    0.17   0.14  22.23
sdf               0.00  2090.78 1380.83  291.98 11046.67 19062.13    18.00     0.37    0.22   0.16  27.03
sda               0.00     0.50    0.00    0.85     0.00    10.80    12.71     0.01   14.35   7.71   0.66
dm-0              0.00     0.00    0.00    1.35     0.00    10.80     8.00     0.02   14.89   4.85   0.66
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00 5493.40 8688.55 43947.20 69481.33     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1743.72 1321.03  360.83 10568.27 16600.13    16.15     0.35    0.21   0.18  30.05
sdc               0.00     0.02    0.00    0.43     0.00     3.43     7.92     0.00    0.00   0.00   0.00
sde               0.00  1920.77 1315.63  276.28 10525.07 17576.40    17.65     0.28    0.18   0.14  21.77
sdd               0.00  1162.03 1312.95  245.13 10503.60 11257.33    13.97     0.25    0.16   0.14  21.12
sdf               0.00  1831.50 1328.12  260.97 10624.93 16739.73    17.22     0.35    0.22   0.16  26.05
sda               0.00     0.48    0.00    0.97     0.00    11.60    12.00     0.01   13.74   7.81   0.76
dm-0              0.00     0.00    0.00    1.45     0.00    11.60     8.00     0.02   12.71   5.21   0.76
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00 5277.68 7775.13 42221.47 62173.73     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1761.33 1409.80  382.50 11278.40 16907.60    15.73     0.32    0.18   0.15  27.34
sdc               0.00     0.00    0.00    0.10     0.00     0.88     8.83     0.00    0.00   0.00   0.00
sde               0.00  1934.50 1372.95  287.93 10983.60 17779.47    17.32     0.29    0.18   0.14  22.64
sdd               0.00  1199.15 1386.73  257.07 11093.87 11649.73    13.84     0.27    0.16   0.14  22.32
sdf               0.00  1847.72 1341.02  258.05 10728.13 16846.13    17.24     0.34    0.21   0.16  25.29
sda               0.00     0.43    0.00    1.08     0.00    12.13    11.20     0.02   16.46   6.74   0.73
dm-0              0.00     0.00    0.00    1.52     0.00    12.13     8.00     0.02   16.33   4.81   0.73
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00 5510.57 7901.62 44084.53 63182.80     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1851.18 1361.05  389.85 10888.40 17683.07    16.32     0.32    0.18   0.15  27.08
sdc               0.00     0.17    0.00    1.35     0.00   360.95   267.37     0.00    2.95   0.35   0.05
sde               0.00  2029.00 1402.65  297.45 11221.20 18611.60    17.55     0.30    0.18   0.14  23.61
sdd               0.00  1217.18 1390.13  262.73 11121.07 11839.33    13.89     0.27    0.17   0.14  22.72
sdf               0.00  1902.65 1411.83  270.63 11294.67 17386.27    17.05     0.36    0.22   0.16  27.08
sda               0.00     0.62    0.00    0.82     0.00    11.47    14.04     0.01   11.69   6.18   0.51
dm-0              0.00     0.00    0.00    1.43     0.00    11.47     8.00     0.02   12.56   3.52   0.51
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00 5565.65 8193.38 44525.20 65520.27     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1881.82 1326.92  397.62 10615.33 17987.47    16.59     0.32    0.19   0.16  27.58
sdc               0.00     0.02    0.00    0.53     0.00     5.12     9.59     0.00    0.06   0.03   0.00
sde               0.00  2097.60 1326.83  299.93 10614.67 19180.27    18.32     0.30    0.18   0.14  23.29
sdd               0.00  1234.60 1329.62  261.13 10636.93 11965.87    14.21     0.27    0.17   0.14  22.51
sdf               0.00  2016.05 1337.48  285.63 10699.87 18413.47    17.94     0.37    0.23   0.17  27.75
sda               0.00     0.48    0.00    1.12     0.00    12.80    11.46     0.02   15.63   6.58   0.73
dm-0              0.00     0.00    0.00    1.60     0.00    12.80     8.00     0.02   15.19   4.60   0.74
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00 5320.87 8446.67 42566.93 67547.07     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  2169.10 1325.15  438.72 10601.20 20591.47    17.68     0.35    0.20   0.16  28.60
sdc               0.00     0.02    0.00    0.28     0.00     2.52     8.88     0.00    0.18   0.18   0.01
sde               0.00  2335.03 1319.63  353.78 10557.07 21510.53    19.16     0.30    0.18   0.13  22.29
sdd               0.00  1361.63 1316.03  289.68 10528.27 13210.53    14.78     0.26    0.17   0.13  21.63
sdf               0.00  2302.67 1331.90  326.55 10655.20 21033.73    19.11     0.39    0.23   0.16  27.29
sda               0.00     0.38    0.00    0.90     0.00    10.27    11.41     0.01   13.69   7.85   0.71
dm-0              0.00     0.00    0.00    1.28     0.00    10.27     8.00     0.02   14.18   5.51   0.71
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00 5292.72 9546.63 42341.73 76346.27     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  2259.08 1409.88  474.85 11279.07 21588.53    17.44     0.32    0.17   0.14  26.83
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00  2399.70 1372.13  355.13 10977.07 22038.67    19.11     0.32    0.18   0.14  23.63
sdd               0.00  1430.33 1385.97  305.23 11087.73 13884.53    14.77     0.28    0.16   0.14  22.88
sdf               0.00  2377.27 1342.30  334.45 10738.40 21693.73    19.34     0.39    0.23   0.16  27.12
sda               0.00     0.42    0.00    0.93     0.00    10.80    11.57     0.01   14.64   7.50   0.70
dm-0              0.00     0.00    0.00    1.35     0.00    10.80     8.00     0.02   14.60   5.20   0.70
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00 5510.30 9904.30 44082.40 79205.47     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  2273.95 1338.48  469.87 10707.87 21663.20    17.90     0.31    0.17   0.14  25.43
sdc               0.00     0.02    0.00    0.43     0.00     3.43     7.92     0.00    0.00   0.00   0.00
sde               0.00  2417.50 1381.75  354.33 11054.00 22174.67    19.14     0.31    0.18   0.14  23.74
sdd               0.00  1463.33 1369.42  310.20 10955.33 14188.27    14.97     0.28    0.17   0.14  22.77
sdf               0.00  2385.28 1389.55  327.98 11116.40 21706.13    19.11     0.38    0.22   0.16  27.00
sda               0.00     0.92    0.00    0.98     0.00    15.20    15.46     0.01   13.56   6.92   0.68
dm-0              0.00     0.00    0.00    1.90     0.00    15.20     8.00     0.03   13.48   3.58   0.68
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00 5479.17 9970.23 43833.33 79732.27     8.00     0.00    0.00   0.00   0.00

