Linux 2.6.32-220.el6.x86_64 (lightning) 	2013年02月05日 	_x86_64_	(64 CPU)

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.38    0.00    0.77     0.00     8.27    10.78     0.00    0.00   0.00   0.00
sdc               0.00     0.00    0.00    0.18     0.00     1.17     6.36     0.00    0.00   0.00   0.00
sde               0.00     0.02    0.00    0.08     0.00     0.80     9.60     0.00    1.80   1.00   0.01
sdd               0.00     0.00    0.00    0.03     0.00     0.27     8.00     0.00    3.00   3.00   0.01
sdf               0.00     0.07    0.00    0.02     0.00     0.67    40.00     0.00    2.00   2.00   0.00
sda               0.00     0.68    0.00    1.13     0.00    14.53    12.82     0.02   18.13   6.96   0.79
dm-0              0.00     0.00    0.00    1.82     0.00    14.53     8.00     0.03   17.26   4.34   0.79
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    1.25     0.00    10.00     8.00     0.00    0.00   0.00   0.00

Linux 2.6.32-220.el6.x86_64 (lightning) 	2013年02月05日 	_x86_64_	(64 CPU)

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.14  3092.16 1979.64 1123.70 26723.71 19129.43    14.78     1.08    0.35   0.04  12.95
sdc               0.03     0.02    0.10    0.23     1.31    10.15    34.28     0.00    1.01   0.59   0.02
sde               0.03  1631.52 1979.77  848.55 26813.25 18719.49    16.10     0.74    0.26   0.04  12.40
sdd               0.03  1391.12 1978.71  847.81 26236.20 18123.10    15.69     0.74    0.27   0.04  12.31
sdf               0.03  1283.88 1978.68  811.50 26221.17 17227.23    15.57     1.09    0.40   0.05  12.99
sda               0.13     2.00    0.42    1.11    17.60    24.94    27.79     0.08   53.40   4.77   0.73
dm-0              0.00     0.00    0.49    3.12    17.40    24.94    11.75     0.32   89.94   2.02   0.73
dm-1              0.00     0.00    0.00    0.00     0.03     0.00     8.00     0.00    4.00   3.02   0.00
dm-2              0.00     0.00    0.00    0.00     0.02     0.00     8.00     0.00    4.14   3.09   0.00
md0               0.00     0.00 7914.84 6062.72 104989.01 65419.05    12.19     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.47    0.00    0.55     0.00     7.47    13.58     0.00    0.09   0.09   0.01
sdc               0.00     0.00    0.00    0.08     0.00     0.72     8.60     0.00    0.20   0.20   0.00
sde               0.00     0.00    0.00    0.05     0.00     0.40     8.00     0.00    2.33   1.33   0.01
sdd               0.00     0.00    0.00    0.03     0.00     0.27     8.00     0.00    3.00   1.50   0.01
sdf               0.00     0.07    0.00    0.02     0.00     0.67    40.00     0.00    2.00   1.00   0.00
sda               0.00     0.77    0.00    1.32     0.00    16.67    12.66     0.02   15.58   6.97   0.92
dm-0              0.00     0.00    0.00    2.08     0.00    16.67     8.00     0.03   15.47   4.41   0.92
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    1.10     0.00     8.80     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.18    0.00    0.27     0.00     3.20    12.00     0.00    0.56   0.38   0.01
sdc               0.00     0.05    0.00    0.50     0.00     4.45     8.90     0.00    0.43   0.20   0.01
sde               0.00     0.00    0.00    0.02     0.00     0.13     8.00     0.00    1.00   1.00   0.00
sdd               0.00     0.05    0.00    0.15     0.00     1.60    10.67     0.00    0.89   0.89   0.01
sdf               0.00     0.08    0.00    0.02     0.00     0.80    48.00     0.00    1.00   1.00   0.00
sda               0.00     0.55    0.00    1.15     0.00    13.60    11.83     0.02   16.36   7.03   0.81
dm-0              0.00     0.00    0.00    1.70     0.00    13.60     8.00     0.03   16.64   4.75   0.81
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    0.72     0.00     5.73     8.00     0.00    0.00   0.00   0.00

Linux 2.6.32-220.el6.x86_64 (lightning) 	2013年02月05日 	_x86_64_	(64 CPU)

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.14  3065.84 1962.78 1114.13 26496.16 18966.57    14.78     1.07    0.35   0.04  12.84
sdc               0.03     0.02    0.10    0.23     1.29    10.08    34.12     0.00    1.01   0.59   0.02
sde               0.03  1617.63 1962.91  841.33 26584.95 18560.10    16.10     0.73    0.26   0.04  12.29
sdd               0.03  1379.28 1961.86  840.60 26012.81 17968.80    15.69     0.74    0.27   0.04  12.20
sdf               0.03  1272.95 1961.83  804.59 25997.91 17080.54    15.57     1.08    0.40   0.05  12.88
sda               0.13     1.99    0.42    1.11    17.45    24.85    27.69     0.08   53.18   4.78   0.73
dm-0              0.00     0.00    0.48    3.11    17.25    24.84    11.73     0.32   89.63   2.03   0.73
dm-1              0.00     0.00    0.00    0.00     0.03     0.00     8.00     0.00    4.00   3.02   0.00
dm-2              0.00     0.00    0.00    0.00     0.02     0.00     8.00     0.00    4.14   3.09   0.00
md0               0.00     0.00 7847.44 6011.10 104095.07 64862.05    12.19     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1664.60    0.00  103.75     0.00 13891.33   133.89     0.03    0.27   0.14   1.48
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00  1784.28    0.00   68.00     0.00 14818.27   217.92     0.06    0.90   0.44   2.99
sdd               0.00  1559.28    0.00   64.53     0.00 12990.53   201.30     0.05    0.84   0.40   2.61
sdf               0.00  1667.92    0.00   59.07     0.00 13815.87   233.90     0.06    1.03   0.46   2.70
sda               0.00    97.97    0.00    1.95     0.00   799.33   409.91     0.04   19.54   7.05   1.38
dm-0              0.00     0.00    0.00   99.92     0.00   799.33     8.00     1.76   17.66   0.14   1.38
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 6942.60     0.00 55516.00     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  2504.68    0.00  136.62     0.00 20851.73   152.63     0.04    0.30   0.15   2.05
sdc               0.00     0.03    0.00    0.43     0.00     3.70     8.54     0.00    0.08   0.04   0.00
sde               0.00  2671.40    0.00   98.13     0.00 22156.27   225.78     0.09    0.92   0.43   4.18
sdd               0.00  2252.13    0.00   87.05     0.00 18713.47   214.97     0.07    0.83   0.38   3.35
sdf               0.00  2583.98    0.00   89.50     0.00 21387.87   238.97     0.09    0.99   0.44   3.91
sda               0.00     0.60    0.00    0.92     0.00    12.13    13.24     0.01   13.02   6.91   0.63
dm-0              0.00     0.00    0.00    1.52     0.00    12.13     8.00     0.02   14.45   4.18   0.63
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 10390.82     0.00 83110.67     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  2437.27    0.00  203.08     0.00 20760.80   102.23     0.05    0.24   0.12   2.41
sdc               0.00     0.00    0.00    0.08     0.00     0.37     4.40     0.00    0.00   0.00   0.00
sde               0.00  2559.07    0.00  159.52     0.00 21748.67   136.34     0.10    0.64   0.30   4.71
sdd               0.00  1854.40    0.00  142.90     0.00 15978.40   111.82     0.08    0.55   0.26   3.69
sdf               0.00  2443.15    0.00  150.52     0.00 20749.33   137.85     0.11    0.72   0.31   4.69
sda               0.00     0.53    0.00    0.98     0.00    12.13    12.34     0.02   15.54   7.36   0.72
dm-0              0.00     0.00    0.00    1.52     0.00    12.13     8.00     0.02   15.46   4.77   0.72
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 9908.53     0.00 79235.87     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1299.32    0.00  134.35     0.00 11271.20    83.89     0.03    0.26   0.12   1.67
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00  1418.28    0.00  118.92     0.00 12297.60   103.41     0.07    0.58   0.25   2.95
sdd               0.00   985.48    0.00  103.22     0.00  8704.40    84.33     0.05    0.50   0.22   2.27
sdf               0.00  1324.48    0.00  109.67     0.00 11471.73   104.61     0.07    0.66   0.27   2.93
sda               0.00     0.45    0.00    1.08     0.00    12.27    11.32     0.01   13.72   6.25   0.68
dm-0              0.00     0.00    0.00    1.53     0.00    12.27     8.00     0.02   14.82   4.41   0.68
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 5473.70     0.00 43765.87     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1293.45    0.00  134.68     0.00 11248.00    83.51     0.04    0.27   0.13   1.72
sdc               0.00     0.05    0.00    0.52     0.00     5.08     9.84     0.00    0.32   0.13   0.01
sde               0.00  1424.18    0.00  126.70     0.00 12407.07    97.92     0.07    0.56   0.24   3.08
sdd               0.00   919.23    0.00  102.45     0.00  8178.67    79.83     0.05    0.49   0.21   2.17
sdf               0.00  1373.27    0.00  122.58     0.00 11968.27    97.63     0.07    0.61   0.24   2.92
sda               0.00     0.55    0.00    0.83     0.00    11.07    13.28     0.01   13.10   7.40   0.62
dm-0              0.00     0.00    0.00    1.38     0.00    11.07     8.00     0.02   13.77   4.46   0.62
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 5475.55     0.00 43781.07     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1198.05    0.00  155.18     0.00 10648.67    68.62     0.04    0.23   0.10   1.59
sdc               0.00     0.00    0.00    0.08     0.00     0.37     4.40     0.00    0.00   0.00   0.00
sde               0.00  1390.30    0.00  147.93     0.00 12305.87    83.19     0.07    0.50   0.20   2.96
sdd               0.00   907.57    0.00  123.17     0.00  8245.87    66.95     0.06    0.47   0.17   2.09
sdf               0.00  1315.90    0.00  143.27     0.00 11673.33    81.48     0.10    0.67   0.20   2.88
sda               0.00     0.33    0.00    1.07     0.00    11.20    10.50     0.02   15.80   6.72   0.72
dm-0              0.00     0.00    0.00    1.40     0.00    11.20     8.00     0.02   15.61   5.12   0.72
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 5362.18     0.00 42873.73     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1149.92    0.00  132.20     0.00 10069.87    76.17     0.03    0.25   0.12   1.61
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00  1369.17    0.00  124.58     0.00 11950.00    95.92     0.06    0.51   0.23   2.88
sdd               0.00   861.90    0.00  105.33     0.00  7737.87    73.46     0.04    0.41   0.19   2.00
sdf               0.00  1277.75    0.00  119.05     0.00 11174.40    93.86     0.07    0.61   0.24   2.88
sda               0.00     0.58    0.00    0.93     0.00    12.13    13.00     0.01   13.55   6.73   0.63
dm-0              0.00     0.00    0.00    1.52     0.00    12.13     8.00     0.02   12.90   4.15   0.63
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 5119.90     0.00 40932.13     7.99     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1192.57    0.00  139.83     0.00 10474.80    74.91     0.03    0.24   0.12   1.62
sdc               0.00     0.03    0.00    0.43     0.00     3.70     8.54     0.00    0.12   0.08   0.00
sde               0.00  1398.17    0.00  127.73     0.00 12207.20    95.57     0.07    0.51   0.23   2.88
sdd               0.00   873.87    0.00  104.03     0.00  7823.20    75.20     0.05    0.45   0.21   2.18
sdf               0.00  1321.93    0.00  123.55     0.00 11563.87    93.60     0.07    0.60   0.23   2.88
sda               0.00     0.93    0.00    1.05     0.00    15.87    15.11     0.01   12.10   6.76   0.71
dm-0              0.00     0.00    0.00    1.98     0.00    15.87     8.00     0.02   12.50   3.58   0.71
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 5262.03     0.00 42069.07     7.99     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1193.47    0.00  135.97     0.00 10460.40    76.93     0.03    0.25   0.12   1.59
sdc               0.00     0.00    0.00    0.08     0.00     0.37     4.40     0.00    0.00   0.00   0.00
sde               0.00  1371.97    0.00  126.53     0.00 11988.00    94.74     0.06    0.51   0.23   2.86
sdd               0.00   866.83    0.00  103.45     0.00  7762.27    75.03     0.05    0.45   0.20   2.07
sdf               0.00  1316.55    0.00  124.45     0.00 11528.00    92.63     0.07    0.59   0.24   2.92
sda               0.00     0.35    0.00    0.97     0.00    10.53    10.90     0.02   17.76   7.16   0.69
dm-0              0.00     0.00    0.00    1.32     0.00    10.53     8.00     0.02   17.78   5.25   0.69
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 5220.48     0.00 41738.67     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1170.53    0.00  139.73     0.00 10301.20    73.72     0.03    0.24   0.11   1.56
sdc               0.00     0.02    0.00    0.28     0.00     2.62     9.24     0.00    0.24   0.24   0.01
sde               0.00  1309.73    0.00  124.77     0.00 11476.00    91.98     0.06    0.49   0.22   2.81
sdd               0.00   843.75    0.00  107.00     0.00  7606.00    71.08     0.05    0.42   0.20   2.10
sdf               0.00  1237.38    0.00  115.65     0.00 10824.27    93.60     0.07    0.59   0.24   2.76
sda               0.00     0.43    0.00    1.00     0.00    11.47    11.47     0.01   13.92   7.60   0.76
dm-0              0.00     0.00    0.00    1.43     0.00    11.47     8.00     0.02   15.94   5.30   0.76
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 5029.57     0.00 40207.47     7.99     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1173.28    0.00  135.77     0.00 10296.93    75.84     0.03    0.25   0.11   1.55
sdc               0.00     0.02    0.00    1.03     0.00   358.13   346.58     0.00    3.42   0.39   0.04
sde               0.00  1322.77    0.00  124.72     0.00 11579.87    92.85     0.06    0.49   0.22   2.71
sdd               0.00   867.52    0.00  105.12     0.00  7781.07    74.02     0.05    0.44   0.20   2.07
sdf               0.00  1229.22    0.00  119.47     0.00 10789.47    90.31     0.07    0.59   0.23   2.73
sda               0.00     0.50    0.00    0.97     0.00    11.73    12.14     0.01   15.45   8.03   0.78
dm-0              0.00     0.00    0.00    1.47     0.00    11.73     8.00     0.02   16.03   5.31   0.78
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 5059.28     0.00 40447.33     7.99     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1264.08    0.00  154.23     0.00 11152.27    72.31     0.04    0.24   0.11   1.67
sdc               0.00     0.15    0.00    0.82     0.00     6.68     8.18     0.00    0.02   0.02   0.00
sde               0.00  1392.23    0.00  133.45     0.00 12205.47    91.46     0.07    0.52   0.23   3.11
sdd               0.00   891.65    0.00  117.47     0.00  8072.93    68.73     0.05    0.46   0.19   2.28
sdf               0.00  1319.43    0.00  129.85     0.00 11594.27    89.29     0.08    0.58   0.22   2.87
sda               0.00     0.53    0.00    1.12     0.00    13.20    11.82     0.02   15.94   7.33   0.82
dm-0              0.00     0.00    0.00    1.65     0.00    13.20     8.00     0.03   15.81   4.97   0.82
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 5381.88     0.00 43024.93     7.99     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1273.13    0.00  146.32     0.00 11171.07    76.35     0.04    0.27   0.12   1.80
sdc               0.00     0.00    0.00    0.10     0.00     0.63     6.33     0.00    0.00   0.00   0.00
sde               0.00  1417.93    0.00  135.80     0.00 12429.87    91.53     0.07    0.53   0.22   2.97
sdd               0.00   913.45    0.00  115.58     0.00  8232.27    71.22     0.05    0.44   0.19   2.17
sdf               0.00  1310.15    0.00  126.80     0.00 11495.60    90.66     0.08    0.60   0.23   2.90
sda               0.00     0.62    0.00    1.15     0.00    14.13    12.29     0.02   15.91   7.54   0.87
dm-0              0.00     0.00    0.00    1.77     0.00    14.13     8.00     0.03   17.13   4.91   0.87
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 5419.43     0.00 43328.80     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1390.35    0.00  163.33     0.00 12231.33    74.89     0.04    0.27   0.12   1.88
sdc               0.00     0.02    0.00    0.43     0.00     3.43     7.92     0.00    0.04   0.04   0.00
sde               0.00  1539.57    0.00  152.43     0.00 13536.00    88.80     0.07    0.48   0.20   3.06
sdd               0.00   962.30    0.00  127.35     0.00  8717.20    68.45     0.05    0.42   0.18   2.35
sdf               0.00  1473.28    0.00  147.58     0.00 12966.93    87.86     0.09    0.59   0.21   3.13
sda               0.00     0.47    0.00    1.08     0.00    12.40    11.45     0.02   15.85   6.97   0.76
dm-0              0.00     0.00    0.00    1.55     0.00    12.40     8.00     0.02   14.46   4.87   0.76
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 5934.80     0.00 47451.47     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1379.58    0.00  164.10     0.00 12154.93    74.07     0.04    0.25   0.11   1.84
sdc               0.00     0.02    0.00    0.32     0.00     3.15     9.95     0.00    0.21   0.21   0.01
sde               0.00  1558.63    0.00  151.27     0.00 13679.20    90.43     0.08    0.53   0.23   3.43
sdd               0.00   973.85    0.00  127.83     0.00  8813.47    68.94     0.05    0.42   0.19   2.40
sdf               0.00  1485.58    0.00  146.33     0.00 13055.33    89.22     0.09    0.60   0.23   3.42
sda               0.00     0.55    0.00    0.87     0.00    11.33    13.08     0.02   17.37   7.19   0.62
dm-0              0.00     0.00    0.00    1.42     0.00    11.33     8.00     0.02   15.54   4.40   0.62
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 5966.07     0.00 47702.93     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1411.37    0.00  169.05     0.00 12446.40    73.63     0.04    0.25   0.11   1.91
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00  1578.43    0.00  156.28     0.00 13877.73    88.80     0.08    0.49   0.21   3.26
sdd               0.00   982.42    0.00  135.15     0.00  8940.53    66.15     0.06    0.42   0.17   2.34
sdf               0.00  1526.98    0.00  152.88     0.00 13438.93    87.90     0.09    0.59   0.22   3.35
sda               0.00     0.35    0.00    0.88     0.00     9.87    11.17     0.01   12.68   7.02   0.62
dm-0              0.00     0.00    0.00    1.23     0.00     9.87     8.00     0.02   13.18   5.04   0.62
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 6091.00     0.00 48703.60     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1465.37    0.00  177.80     0.00 12947.20    72.82     0.04    0.25   0.12   2.05
sdc               0.00     0.02    0.00    0.43     0.00     3.43     7.92     0.00    0.00   0.00   0.00
sde               0.00  1630.52    0.00  161.27     0.00 14334.27    88.89     0.08    0.49   0.21   3.35
sdd               0.00  1016.02    0.00  142.72     0.00  9269.87    64.95     0.06    0.40   0.17   2.41
sdf               0.00  1549.38    0.00  155.67     0.00 13640.40    87.63     0.09    0.59   0.22   3.37
sda               0.00     6.97    0.00    2.68     0.00    77.20    28.77     0.11   40.87   4.82   1.29
dm-0              0.00     0.00    0.00    9.65     0.00    77.20     8.00     0.23   23.99   1.34   1.29
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 6277.03     0.00 50191.73     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1518.97    0.02  191.15     0.13 13472.67    70.48     0.05    0.27   0.11   2.12
sdc               0.00     0.00    0.00    0.12     0.00     1.15     9.86     0.00    0.00   0.00   0.00
sde               0.00  1703.85    0.00  176.37     0.00 15041.73    85.29     0.08    0.47   0.20   3.55
sdd               0.00  1040.27    0.00  151.58     0.00  9534.80    62.90     0.06    0.38   0.17   2.62
sdf               0.00  1595.25    0.00  166.45     0.00 14093.60    84.67     0.09    0.55   0.21   3.48
sda               0.00     6.12    0.00    1.48     0.00    60.80    40.99     0.06   38.87   6.67   0.99
dm-0              0.00     0.00    0.00    7.60     0.00    60.80     8.00     0.43   57.01   1.30   0.99
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.02 6521.18     0.13 52142.80     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1434.45    0.00  181.97     0.00 12725.87    69.94     0.05    0.27   0.12   2.23
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00  1591.50    0.00  167.98     0.00 14075.87    83.79     0.08    0.47   0.22   3.63
sdd               0.00   990.90    0.00  146.88     0.00  9102.27    61.97     0.06    0.40   0.18   2.63
sdf               0.00  1486.15    0.00  157.65     0.00 13150.40    83.42     0.09    0.59   0.22   3.51
sda               0.00     0.60    0.00    0.98     0.00    12.67    12.88     0.01   14.64   7.42   0.73
dm-0              0.00     0.00    0.00    1.58     0.00    12.67     8.00     0.03   16.25   4.61   0.73
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 6135.30     0.00 49054.40     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1369.40    0.00  170.32     0.00 12120.93    71.17     0.05    0.29   0.13   2.17
sdc               0.00     0.03    0.00    0.53     0.00     5.12     9.59     0.00    0.31   0.12   0.01
sde               0.00  1541.83    0.00  159.87     0.00 13613.60    85.16     0.08    0.49   0.22   3.48
sdd               0.00   962.67    0.00  140.93     0.00  8828.80    62.65     0.06    0.42   0.19   2.64
sdf               0.00  1445.83    0.00  152.72     0.00 12788.40    83.74     0.09    0.56   0.22   3.33
sda               0.00     0.45    0.00    1.00     0.00    11.60    11.60     0.02   16.42   7.85   0.78
dm-0              0.00     0.00    0.00    1.45     0.00    11.60     8.00     0.03   17.80   5.41   0.78
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 5922.32     0.00 47351.73     8.00     0.00    0.00   0.00   0.00

Linux 2.6.32-220.el6.x86_64 (lightning) 	2013年02月05日 	_x86_64_	(64 CPU)

