Linux 2.6.32-220.el6.x86_64 (lightning) 	2013年02月05日 	_x86_64_	(64 CPU)

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
dm-0              0.00     0.00    0.00    1.15     0.00     9.20     8.00     0.02   15.38   5.74   0.66
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    0.43     0.00     3.47     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.22    0.00    0.25     0.00     3.33    13.33     0.00    0.33   0.27   0.01
sdc               0.00     0.03    0.00    0.47     0.00     4.23     9.07     0.00    0.04   0.04   0.00
sde               0.00     0.00    0.00    0.08     0.00     0.67     8.00     0.00    1.80   1.00   0.01
sdd               0.00     0.00    0.00    0.02     0.00     0.13     8.00     0.00    3.00   3.00   0.01
sdf               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
sda               0.00     0.50    0.00    1.08     0.00    12.67    11.69     0.02   15.43   7.05   0.76
dm-0              0.00     0.00    0.00    1.58     0.00    12.67     8.00     0.02   14.62   4.82   0.76
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    0.52     0.00     4.13     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.18    0.00    0.20     0.00     2.80    14.00     0.00    0.83   0.33   0.01
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00     0.00    0.00    0.08     0.00     0.67     8.00     0.00    1.20   0.60   0.01
sdd               0.00     0.00    0.00    0.02     0.00     0.13     8.00     0.00    3.00   3.00   0.01
sdf               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
sda               0.00     0.53    0.00    1.12     0.00    13.20    11.82     0.02   15.81   7.36   0.82
dm-0              0.00     0.00    0.00    1.65     0.00    13.20     8.00     0.03   16.84   4.98   0.82
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    0.45     0.00     3.60     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.17    0.00    0.22     0.00     2.80    12.92     0.00    0.85   0.38   0.01
sdc               0.00     0.02    0.00    0.25     0.00     2.07     8.27     0.00    0.20   0.20   0.01
sde               0.00     0.00    0.00    0.05     0.00     0.40     8.00     0.00    0.00   0.00   0.00
sdd               0.00     0.00    0.00    0.02     0.00     0.13     8.00     0.00    3.00   3.00   0.01
sdf               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
sda               0.00     0.43    0.00    0.87     0.00    10.40    12.00     0.01   13.44   7.46   0.65
dm-0              0.00     0.00    0.00    1.30     0.00    10.40     8.00     0.02   15.15   4.97   0.65
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    0.42     0.00     3.33     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.20    0.00    0.28     0.00     3.47    12.24     0.00    0.65   0.24   0.01
sdc               0.00     0.02    0.00    0.52     0.00     4.77     9.23     0.00    0.06   0.03   0.00
sde               0.00     0.00    0.00    0.05     0.00     0.40     8.00     0.00    0.67   0.33   0.00
sdd               0.00     0.00    0.00    0.02     0.00     0.13     8.00     0.00    3.00   3.00   0.01
sdf               0.00     0.00    0.00    0.02     0.00     0.13     8.00     0.00    4.00   4.00   0.01
sda               0.00     0.48    0.00    1.25     0.00    13.87    11.09     0.02   17.13   7.33   0.92
dm-0              0.00     0.00    0.00    1.73     0.00    13.87     8.00     0.03   16.27   5.29   0.92
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    0.52     0.00     4.13     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.23    0.00    0.30     0.00     3.87    12.89     0.00    0.06   0.06   0.00
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00     0.00    0.00    0.05     0.00     0.40     8.00     0.00    1.00   1.00   0.01
sdd               0.00     0.00    0.00    0.02     0.00     0.13     8.00     0.00    3.00   3.00   0.01
sdf               0.00     0.00    0.00    0.02     0.00     0.13     8.00     0.00    1.00   1.00   0.00
sda               0.00     0.40    0.00    1.05     0.00    11.60    11.05     0.02   14.43   7.00   0.73
dm-0              0.00     0.00    0.00    1.45     0.00    11.60     8.00     0.02   15.22   5.07   0.73
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    0.57     0.00     4.53     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.23    0.00    0.27     0.00     3.60    13.50     0.00    0.69   0.31   0.01
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00     0.00    0.00    0.07     0.00     0.53     8.00     0.00    1.50   1.50   0.01
sdd               0.00     0.00    0.00    0.02     0.00     0.13     8.00     0.00    3.00   3.00   0.01
sdf               0.00     0.00    0.00    0.02     0.00     0.13     8.00     0.00    1.00   1.00   0.00
sda               0.00     0.70    0.00    0.80     0.00    12.00    15.00     0.01   11.77   7.19   0.57
dm-0              0.00     0.00    0.00    1.50     0.00    12.00     8.00     0.02   11.83   3.84   0.58
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    0.55     0.00     4.40     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.18    0.00    0.20     0.00     2.80    14.00     0.00    0.75   0.25   0.01
sdc               0.00     0.03    0.00    0.47     0.00     4.23     9.07     0.00    0.04   0.04   0.00
sde               0.00     0.00    0.00    0.05     0.00     0.40     8.00     0.00    1.67   1.33   0.01
sdd               0.00     0.00    0.00    0.02     0.00     0.13     8.00     0.00    3.00   3.00   0.01
sdf               0.00     0.00    0.00    0.02     0.00     0.13     8.00     0.00    1.00   1.00   0.00
sda               0.00     0.50    0.00    1.05     0.00    12.40    11.81     0.02   15.16   6.87   0.72
dm-0              0.00     0.00    0.00    1.55     0.00    12.40     8.00     0.02   13.82   4.67   0.72
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    0.43     0.00     3.47     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.20    0.00    0.25     0.00     3.20    12.80     0.00    0.33   0.27   0.01
sdc               0.00     0.02    0.00    0.25     0.00     2.12     8.47     0.00    0.20   0.20   0.01
sde               0.00     0.00    0.00    0.05     0.00     0.40     8.00     0.00    1.67   1.33   0.01
sdd               0.00     0.00    0.00    0.02     0.00     0.13     8.00     0.00    3.00   3.00   0.01
sdf               0.00     0.00    0.00    0.02     0.00     0.13     8.00     0.00    1.00   1.00   0.00
sda               0.00     0.60    0.00    0.97     0.00    12.53    12.97     0.01   13.03   7.53   0.73
dm-0              0.00     0.00    0.00    1.57     0.00    12.53     8.00     0.02   13.32   4.65   0.73
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    0.48     0.00     3.87     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.17    0.00    0.22     0.00     2.67    12.31     0.00    1.00   0.54   0.01
sdc               0.00     0.00    0.00    0.10     0.00     0.63     6.33     0.00    0.00   0.00   0.00
sde               0.00     0.00    0.00    0.05     0.00     0.40     8.00     0.00    1.67   1.33   0.01
sdd               0.00     0.05    0.00    0.10     0.00     1.20    12.00     0.00    0.67   0.67   0.01
sdf               0.00     0.00    0.00    0.02     0.00     0.13     8.00     0.00    1.00   1.00   0.00
sda               0.00     0.42    0.00    1.20     0.00    12.93    10.78     0.02   15.61   7.03   0.84
dm-0              0.00     0.00    0.00    1.62     0.00    12.93     8.00     0.03   16.52   5.22   0.84
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    0.55     0.00     4.40     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.07    0.00    0.17     0.00     1.60     9.60     0.00    0.00   0.00   0.00
sdc               0.00     0.03    0.00    0.47     0.00     4.25     9.11     0.00    0.11   0.07   0.00
sde               0.00     0.00    0.00    0.03     0.00     0.27     8.00     0.00    1.00   0.50   0.00
sdd               0.00     0.12    0.00    0.10     0.00     1.73    17.33     0.00    1.17   0.67   0.01
sdf               0.00     0.00    0.00    0.02     0.00     0.13     8.00     0.00    1.00   1.00   0.00
sda               0.00     0.57    0.00    1.02     0.00    12.67    12.46     0.02   15.18   7.36   0.75
dm-0              0.00     0.00    0.00    1.58     0.00    12.67     8.00     0.02   15.48   4.73   0.75
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    0.47     0.00     3.73     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.07    0.00    0.12     0.00     1.07     9.14     0.00    0.43   0.43   0.01
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00     0.00    0.00    0.05     0.00     0.40     8.00     0.00    1.00   1.00   0.01
sdd               0.00     0.15    0.00    0.15     0.00     2.40    16.00     0.00    0.44   0.44   0.01
sdf               0.00     0.00    0.00    0.02     0.00     0.13     8.00     0.00    1.00   1.00   0.00
sda               0.00     0.47    0.00    1.03     0.00    12.00    11.61     0.01   14.26   6.87   0.71
dm-0              0.00     0.00    0.00    1.50     0.00    12.00     8.00     0.02   14.67   4.73   0.71
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    0.50     0.00     4.00     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.07    0.00    0.15     0.00     1.33     8.89     0.00    1.00   0.33   0.01
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00     0.00    0.00    0.07     0.00     0.53     8.00     0.00    2.00   1.75   0.01
sdd               0.00     0.17    0.00    0.13     0.00     2.40    18.00     0.00    0.62   0.63   0.01
sdf               0.00     0.00    0.00    0.02     0.00     0.13     8.00     0.00    1.00   1.00   0.00
sda               0.00     0.32    0.00    1.12     0.00    11.47    10.27     0.02   14.84   7.12   0.80
dm-0              0.00     0.00    0.00    1.43     0.00    11.47     8.00     0.02   14.70   5.55   0.80
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    0.55     0.00     4.40     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.07    0.00    0.13     0.00     1.33    10.00     0.00    1.38   0.50   0.01
sdc               0.00     0.03    0.00    0.55     0.00     5.42     9.85     0.00    0.09   0.09   0.01
sde               0.00     0.00    0.00    0.05     0.00     0.40     8.00     0.00    2.00   1.67   0.01
sdd               0.00     0.12    0.00    0.08     0.00     1.60    19.20     0.00    1.00   1.00   0.01
sdf               0.00     0.00    0.00    0.02     0.00     0.13     8.00     0.00    1.00   1.00   0.00
sda               0.00     0.65    0.00    1.12     0.00    14.13    12.66     0.02   17.87   7.33   0.82
dm-0              0.00     0.00    0.00    1.77     0.00    14.13     8.00     0.03   18.04   4.63   0.82
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    0.43     0.00     3.47     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.07    0.00    0.13     0.00     1.33    10.00     0.00    1.12   0.38   0.01
sdc               0.00     0.00    0.00    0.08     0.00     0.37     4.40     0.00    0.00   0.00   0.00
sde               0.00     0.00    0.00    0.03     0.00     0.27     8.00     0.00    1.00   0.50   0.00
sdd               0.00     0.10    0.00    0.10     0.00     1.60    16.00     0.00    0.83   0.67   0.01
sdf               0.00     0.00    0.00    0.02     0.00     0.13     8.00     0.00    1.00   1.00   0.00
sda               0.00     0.48    0.00    0.78     0.00    10.13    12.94     0.01   11.72   6.64   0.52
dm-0              0.00     0.00    0.00    1.27     0.00    10.13     8.00     0.01   11.58   4.12   0.52
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    0.42     0.00     3.33     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.00    0.00    0.10     0.00     0.40     4.00     0.00    0.50   0.50   0.01
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00     0.00    0.00    0.05     0.00     0.40     8.00     0.00    1.67   1.33   0.01
sdd               0.00     0.20    0.00    0.18     0.00     3.07    16.73     0.00    0.73   0.55   0.01
sdf               0.00     0.00    0.00    0.02     0.00     0.13     8.00     0.00    1.00   1.00   0.00
sda               0.00     0.37    0.00    0.88     0.00    10.00    11.32     0.01   12.11   7.53   0.67
dm-0              0.00     0.00    0.00    1.25     0.00    10.00     8.00     0.01   11.84   5.31   0.66
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    0.50     0.00     4.00     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.02    0.00    0.12     0.00     0.67     5.71     0.00    1.29   0.43   0.01
sdc               0.00     0.03    0.00    0.47     0.00     4.23     9.07     0.00    0.04   0.04   0.00
sde               0.00     0.00    0.00    0.07     0.00     0.53     8.00     0.00    2.00   1.75   0.01
sdd               0.00     0.22    0.00    0.17     0.00     3.07    18.40     0.00    0.80   0.60   0.01
sdf               0.00     0.00    0.00    0.02     0.00     0.13     8.00     0.00    1.00   1.00   0.00
sda               0.00     0.73    0.00    1.02     0.00    14.00    13.77     0.01   14.13   7.25   0.74
dm-0              0.00     0.00    0.00    1.75     0.00    14.00     8.00     0.03   18.91   4.21   0.74
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    0.55     0.00     4.40     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.02    0.00    0.10     0.00     0.67     6.67     0.00    1.50   0.50   0.01
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00     0.00    0.00    0.05     0.00     0.40     8.00     0.00    1.67   1.33   0.01
sdd               0.00     0.17    0.00    0.12     0.00     2.27    19.43     0.00    0.86   0.71   0.01
sdf               0.00     0.00    0.00    0.02     0.00     0.13     8.00     0.00    1.00   1.00   0.00
sda               0.00     0.52    0.00    1.18     0.00    13.60    11.49     0.02   19.76   6.63   0.78
dm-0              0.00     0.00    0.00    1.70     0.00    13.60     8.00     0.03   18.02   4.62   0.78
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    0.43     0.00     3.47     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.02    0.00    0.10     0.00     0.67     6.67     0.00    1.50   0.50   0.01
sdc               0.00     0.02    0.00    0.25     0.00     2.07     8.27     0.00    0.27   0.27   0.01
sde               0.00     0.02    0.00    0.07     0.00     0.67    10.00     0.00    0.50   0.25   0.00
sdd               0.00     0.12    0.00    0.12     0.00     1.87    16.00     0.00    1.00   0.71   0.01
sdf               0.00     0.00    0.00    0.02     0.00     0.13     8.00     0.00    1.00   1.00   0.00
sda               0.00     0.42    0.00    0.83     0.00    10.00    12.00     0.01   12.72   7.14   0.59
dm-0              0.00     0.00    0.00    1.25     0.00    10.00     8.00     0.02   12.93   4.76   0.59
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    0.42     0.00     3.33     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.00    0.00    0.08     0.00     0.27     3.20     0.00    0.60   0.60   0.01
sdc               0.00     0.02    0.00    0.52     0.00     4.77     9.23     0.00    0.10   0.06   0.00
sde               0.00     0.17    0.00    0.17     0.00     2.67    16.00     0.00    0.70   0.50   0.01
sdd               0.00     0.07    0.00    0.05     0.00     0.93    18.67     0.00    2.00   1.67   0.01
sdf               0.00     0.00    0.00    0.02     0.00     0.13     8.00     0.00    1.00   1.00   0.00
sda               0.00     0.62    0.00    1.23     0.00    14.80    12.00     0.02   17.01   7.47   0.92
dm-0              0.00     0.00    0.00    1.85     0.00    14.80     8.00     0.03   17.57   4.98   0.92
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    0.50     0.00     4.00     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.02    0.00    0.10     0.00     0.67     6.67     0.00    1.50   0.50   0.01
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00     0.12    0.00    0.12     0.00     1.87    16.00     0.00    0.86   0.57   0.01
sdd               0.00     0.05    0.00    0.05     0.00     0.80    16.00     0.00    1.67   1.33   0.01
sdf               0.00     0.00    0.00    0.02     0.00     0.13     8.00     0.00    1.00   1.00   0.00
sda               0.00     0.38    0.00    0.93     0.00    10.53    11.29     0.01   13.21   7.39   0.69
dm-0              0.00     0.00    0.00    1.32     0.00    10.53     8.00     0.02   13.84   5.24   0.69
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    0.43     0.00     3.47     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.00    0.00    0.13     0.00     0.67     5.00     0.00    0.00   0.00   0.00
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00     0.18    0.00    0.13     0.00     2.53    19.00     0.00    0.50   0.25   0.00
sdd               0.00     0.05    0.00    0.05     0.00     0.80    16.00     0.00    1.67   1.33   0.01
sdf               0.00     0.00    0.00    0.02     0.00     0.13     8.00     0.00    1.00   1.00   0.00
sda               0.00     0.93    0.00    0.93     0.00    14.93    16.00     0.01   13.61   7.02   0.66
dm-0              0.00     0.00    0.00    1.87     0.00    14.93     8.00     0.03   14.52   3.51   0.66
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    0.52     0.00     4.13     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.02    0.00    0.15     0.00     0.93     6.22     0.00    0.00   0.00   0.00
sdc               0.00     0.03    0.00    0.47     0.00     4.23     9.07     0.00    0.07   0.04   0.00
sde               0.00     0.18    0.00    0.18     0.00     2.93    16.00     0.00    1.00   0.55   0.01
sdd               0.00     0.05    0.00    0.07     0.00     0.93    14.00     0.00    2.00   1.00   0.01
sdf               0.00     0.00    0.00    0.02     0.00     0.13     8.00     0.00    1.00   1.00   0.00
sda               0.00     0.65    0.00    1.15     0.00    14.40    12.52     0.02   20.90   5.32   0.61
dm-0              0.00     0.00    0.00    1.80     0.00    14.40     8.00     0.03   18.78   3.40   0.61
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    0.62     0.00     4.93     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.02    0.00    0.10     0.00     0.67     6.67     0.00    1.50   0.50   0.01
sdc               0.00     0.15    0.00    1.37     0.00   361.13   264.24     0.00    2.99   0.35   0.05
sde               0.00     0.12    0.00    0.13     0.00     2.00    15.00     0.00    1.12   0.50   0.01
sdd               0.00     0.07    0.00    0.05     0.00     0.93    18.67     0.00    1.00   1.00   0.01
sdf               0.00     0.00    0.00    0.02     0.00     0.13     8.00     0.00    1.00   1.00   0.00
sda               0.00     0.37    0.00    1.10     0.00    11.73    10.67     0.02   14.76   7.41   0.82
dm-0              0.00     0.00    0.00    1.47     0.00    11.73     8.00     0.02   15.48   5.55   0.81
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    0.47     0.00     3.73     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.02    0.00    0.10     0.00     0.67     6.67     0.00    1.50   0.50   0.01
sdc               0.00     0.00    0.00    0.13     0.00     1.17     8.75     0.00    0.00   0.00   0.00
sde               0.00     0.12    0.00    0.10     0.00     1.73    17.33     0.00    0.67   0.33   0.00
sdd               0.00     0.05    0.00    0.05     0.00     0.80    16.00     0.00    1.67   1.33   0.01
sdf               0.00     0.00    0.00    0.02     0.00     0.13     8.00     0.00    1.00   1.00   0.00
sda               0.00     0.45    0.00    0.95     0.00    11.20    11.79     0.01   13.70   7.58   0.72
dm-0              0.00     0.00    0.00    1.40     0.00    11.20     8.00     0.02   14.06   5.14   0.72
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    0.42     0.00     3.33     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.02    0.00    0.10     0.00     0.67     6.67     0.00    1.50   0.50   0.01
sdc               0.00     0.03    0.00    0.45     0.00     3.97     8.81     0.00    0.07   0.04   0.00
sde               0.00     0.12    0.00    0.10     0.00     1.73    17.33     0.00    0.50   0.17   0.00
sdd               0.00     0.05    0.00    0.05     0.00     0.80    16.00     0.00    1.67   1.33   0.01
sdf               0.00     0.00    0.00    0.02     0.00     0.13     8.00     0.00    1.00   1.00   0.00
sda               0.00     0.48    0.00    1.00     0.00    11.87    11.87     0.02   15.35   7.63   0.76
dm-0              0.00     0.00    0.00    1.48     0.00    11.87     8.00     0.02   15.21   5.15   0.76
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    0.42     0.00     3.33     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.00    0.00    0.08     0.00     0.27     3.20     0.00    0.60   0.60   0.01
