Linux 2.6.32-220.el6.x86_64 (lightning) 	2013年02月05日 	_x86_64_	(64 CPU)

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00  1708.62    0.00  168.65     0.00 15034.93    89.15     0.08    0.49   0.22   3.71
sdd               0.00  1109.02    0.00  169.10     0.00 10226.93    60.48     0.06    0.36   0.16   2.75
sdf               0.00  1642.50    0.00  166.57     0.00 14489.33    86.99     0.10    0.59   0.22   3.67
sda               0.00     0.87    0.00    1.08     0.00    15.60    14.40     0.02   13.92   6.95   0.75
dm-0              0.00     0.00    0.00    1.95     0.00    15.60     8.00     0.03   15.94   3.86   0.75
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 6746.08     0.00 53939.33     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1595.87    0.00  200.78     0.00 14166.00    70.55     0.05    0.24   0.11   2.19
sdc               0.00     0.02    0.00    0.43     0.00     3.43     7.92     0.00    0.08   0.04   0.00
sde               0.00  1678.70    0.00  165.43     0.00 14753.07    89.18     0.08    0.49   0.22   3.57
sdd               0.00  1097.28    0.00  161.93     0.00 10073.73    62.21     0.06    0.38   0.17   2.68
sdf               0.00  1605.65    0.00  162.72     0.00 14146.93    86.94     0.09    0.55   0.22   3.52
sda               0.00     1.13    0.00    1.27     0.00    19.20    15.16     0.03   25.68   7.12   0.90
dm-0              0.00     0.00    0.00    2.40     0.00    19.20     8.00     0.05   22.04   3.76   0.90
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 6645.80     0.00 53139.73     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1659.57    0.00  211.22     0.00 14753.87    69.85     0.05    0.24   0.11   2.40
sdc               0.00     0.02    0.00    0.27     0.00     2.48     9.31     0.00    0.00   0.00   0.00
sde               0.00  1735.00    0.00  170.47     0.00 15243.73    89.42     0.08    0.50   0.22   3.71
sdd               0.00  1130.05    0.00  168.60     0.00 10389.20    61.62     0.06    0.37   0.16   2.75
sdf               0.00  1674.90    0.00  169.83     0.00 14757.87    86.90     0.10    0.57   0.23   3.82
sda               0.00     0.75    0.00    1.42     0.00    17.33    12.24     0.03   18.69   6.61   0.94
dm-0              0.00     0.00    0.00    2.17     0.00    17.33     8.00     0.05   20.89   4.33   0.94
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 6896.37     0.00 55144.67     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1687.65    0.00  218.08     0.00 15028.67    68.91     0.05    0.22   0.10   2.27
sdc               0.00     0.00    0.00    0.12     0.00     1.02     8.71     0.00    0.43   0.43   0.01
sde               0.00  1807.60    0.00  181.87     0.00 15915.73    87.51     0.09    0.48   0.21   3.76
sdd               0.00  1161.03    0.00  174.48     0.00 10684.13    61.23     0.07    0.38   0.16   2.74
sdf               0.00  1737.67    0.00  173.93     0.00 15292.80    87.92     0.10    0.56   0.21   3.68
sda               0.00     0.78    0.00    0.98     0.00    14.13    14.37     0.02   15.58   6.86   0.68
dm-0              0.00     0.00    0.00    1.77     0.00    14.13     8.00     0.02   13.82   3.82   0.68
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 7118.57     0.00 56921.33     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1777.18    0.00  230.30     0.00 15826.27    68.72     0.05    0.24   0.11   2.43
sdc               0.00     0.02    0.00    0.43     0.00     3.43     7.92     0.00    0.12   0.08   0.00
sde               0.00  1890.62    0.00  192.05     0.00 16661.33    86.76     0.09    0.44   0.20   3.75
sdd               0.00  1177.18    0.00  181.95     0.00 10873.07    59.76     0.06    0.35   0.15   2.75
sdf               0.00  1783.75    0.00  180.02     0.00 15710.13    87.27     0.10    0.55   0.21   3.80
sda               0.00     0.67    0.00    1.03     0.00    13.60    13.16     0.02   17.45   7.06   0.73
dm-0              0.00     0.00    0.00    1.70     0.00    13.60     8.00     0.03   17.71   4.29   0.73
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 7387.67     0.00 59070.80     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1691.73    0.00  213.82     0.00 15025.87    70.27     0.05    0.24   0.11   2.32
sdc               0.00     0.00    0.00    0.10     0.00     0.88     8.83     0.00    0.00   0.00   0.00
sde               0.00  1812.38    0.00  182.00     0.00 15955.07    87.67     0.09    0.49   0.22   3.98
sdd               0.00  1170.92    0.00  177.12     0.00 10784.27    60.89     0.07    0.40   0.16   2.85
sdf               0.00  1714.05    0.00  178.52     0.00 15140.53    84.81     0.10    0.58   0.22   3.91
sda               0.00     0.37    0.00    0.88     0.00    10.00    11.32     0.01   14.26   7.91   0.70
dm-0              0.00     0.00    0.00    1.25     0.00    10.00     8.00     0.02   16.15   5.59   0.70
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 7116.48     0.00 56905.73     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1813.55    0.00  228.22     0.00 16100.27    70.55     0.06    0.26   0.11   2.56
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00  1950.98    0.00  200.68     0.00 17213.33    85.77     0.10    0.48   0.21   4.13
sdd               0.00  1205.62    0.00  191.97     0.00 11180.67    58.24     0.07    0.37   0.16   3.01
sdf               0.00  1845.85    0.00  189.07     0.00 16279.33    86.10     0.11    0.56   0.21   4.05
sda               0.00     0.48    0.00    1.08     0.00    12.53    11.57     0.02   16.65   7.68   0.83
dm-0              0.00     0.00    0.00    1.57     0.00    12.53     8.00     0.03   17.90   5.31   0.83
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 7600.32     0.00 60773.60     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1645.88    0.00  214.77     0.00 14663.87    68.28     0.05    0.23   0.10   2.25
sdc               0.00     0.20    0.00    1.45     0.00   362.22   249.80     0.00    2.37   0.23   0.03
sde               0.00  1783.68    0.00  183.30     0.00 15735.87    85.85     0.09    0.47   0.21   3.82
sdd               0.00  1103.88    0.00  171.77     0.00 10205.20    59.41     0.07    0.39   0.17   2.84
sdf               0.00  1679.42    0.00  175.70     0.00 14840.93    84.47     0.10    0.56   0.22   3.83
sda               0.00     0.57    0.00    0.93     0.00    12.00    12.86     0.01   13.68   7.41   0.69
dm-0              0.00     0.00    0.00    1.50     0.00    12.00     8.00     0.02   14.70   4.61   0.69
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 6934.38     0.00 55445.87     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1604.35    0.00 3537.53     0.00 40920.00    11.57     1.69    0.48   0.05  17.45
sdc               0.00     0.00    0.00    0.28     0.00     2.75     9.71     0.00    0.12   0.12   0.00
sde               0.00  1693.52    0.00 3459.55     0.00 41224.53    11.92     0.71    0.21   0.05  17.55
sdd               0.00  1074.37    0.00 3435.83     0.00 36081.60    10.50     0.65    0.19   0.05  16.70
sdf               0.00  1609.12    0.00 3426.22     0.00 40282.67    11.76     1.43    0.42   0.05  18.82
sda               0.00     0.80    0.00    1.10     0.00    15.20    13.82     0.02   17.80   7.32   0.81
dm-0              0.00     0.00    0.00    1.90     0.00    15.20     8.00     0.03   17.73   4.23   0.80
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 19818.15     0.00 158518.40     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1099.00    0.00 21051.18     0.00 176998.53     8.41    10.07    0.48   0.05  96.31
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00  1081.20    0.00 21179.30     0.00 178084.00     8.41     4.13    0.20   0.04  90.84
sdd               0.00   733.68    0.00 20939.83     0.00 173388.13     8.28     3.75    0.18   0.04  90.28
sdf               0.00  1138.77    0.00 21085.80     0.00 177796.53     8.43     9.09    0.44   0.05  99.15
sda               0.00     0.62    0.00    1.03     0.00    13.20    12.77     0.02   15.44   7.74   0.80
dm-0              0.00     0.00    0.00    1.65     0.00    13.20     8.00     0.03   16.61   4.85   0.80
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 88287.13     0.00 706272.67     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1314.60    0.00 21259.53     0.00 180372.53     8.48    10.13    0.48   0.05  96.13
sdc               0.00     0.02    0.00    0.43     0.00     3.43     7.92     0.00    0.04   0.04   0.00
sde               0.00  1287.30    0.00 21378.83     0.00 181329.07     8.48     4.15    0.20   0.04  90.46
sdd               0.00   846.97    0.00 21160.60     0.00 176060.53     8.32     3.76    0.18   0.04  90.04
sdf               0.00  1349.53    0.00 21242.53     0.00 180736.53     8.51     9.16    0.44   0.05  99.18
sda               0.00     0.70    0.00    1.23     0.00    15.47    12.54     0.02   16.00   6.45   0.80
dm-0              0.00     0.00    0.00    1.93     0.00    15.47     8.00     0.03   14.81   4.11   0.80
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 89815.52     0.00 718497.20     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1255.85    0.00 21350.33     0.00 180626.00     8.46    10.20    0.48   0.05  96.15
sdc               0.00     0.00    0.00    0.10     0.00     0.88     8.83     0.00    0.00   0.00   0.00
sde               0.00  1257.32    0.00 21447.25     0.00 181636.53     8.47     4.13    0.20   0.04  90.43
sdd               0.00   798.93    0.00 21170.87     0.00 175758.40     8.30     3.73    0.18   0.04  90.05
sdf               0.00  1316.92    0.00 21289.58     0.00 180852.00     8.49     9.20    0.44   0.05  99.10
sda               0.00     0.60    0.00    0.93     0.00    12.27    13.14     0.02   17.04   7.46   0.70
dm-0              0.00     0.00    0.00    1.53     0.00    12.27     8.00     0.03   16.87   4.54   0.70
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 89861.30     0.00 718864.40     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1295.58    0.00 21386.67     0.00 181213.07     8.47    10.20    0.48   0.04  96.23
sdc               0.00     0.02    0.00    0.23     0.00     1.70     7.29     0.00    0.00   0.00   0.00
sde               0.00  1298.57    0.00 21503.53     0.00 182416.80     8.48     4.20    0.20   0.04  90.47
sdd               0.00   834.43    0.00 21192.72     0.00 176217.20     8.31     3.78    0.18   0.04  90.17
sdf               0.00  1384.07    0.00 21337.18     0.00 181770.00     8.52     9.29    0.44   0.05  99.08
sda               0.00     0.70    0.00    0.90     0.00    12.80    14.22     0.02   16.91   7.20   0.65
dm-0              0.00     0.00    0.00    1.60     0.00    12.80     8.00     0.02   15.02   4.05   0.65
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 90206.47     0.00 721624.00     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1309.92    0.00 21317.60     0.00 180787.73     8.48    10.13    0.48   0.05  96.40
sdc               0.00     0.05    0.00    0.45     0.00     4.38     9.74     0.00    2.19   0.37   0.02
sde               0.00  1279.75    0.00 21461.75     0.00 181932.00     8.48     4.21    0.20   0.04  90.92
sdd               0.00   838.28    0.00 21154.53     0.00 175942.53     8.32     3.83    0.19   0.04  90.43
sdf               0.00  1382.73    0.00 21330.98     0.00 181709.73     8.52     9.27    0.44   0.05  99.18
sda               0.00     0.68    0.00    1.02     0.00    13.60    13.38     0.02   15.43   7.57   0.77
dm-0              0.00     0.00    0.00    1.70     0.00    13.60     8.00     0.02   14.40   4.52   0.77
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 90050.87     0.00 720379.20     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1310.10    0.00 21608.75     0.00 183123.33     8.47    10.10    0.47   0.04  95.75
sdc               0.00     0.00    0.00    0.10     0.00     0.88     8.83     0.00    0.00   0.00   0.00
sde               0.00  1328.13    0.00 21709.15     0.00 184298.27     8.49     4.03    0.19   0.04  89.96
sdd               0.00   824.63    0.00 21436.70     0.00 178090.67     8.31     3.65    0.18   0.04  89.29
sdf               0.00  1387.95    0.00 21551.93     0.00 183519.07     8.52     9.16    0.43   0.05  99.11
sda               0.00     0.42    0.00    1.07     0.00    11.87    11.12     0.01   13.81   6.27   0.67
dm-0              0.00     0.00    0.00    1.48     0.00    11.87     8.00     0.02   15.03   4.51   0.67
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 91131.53     0.00 729025.87     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1309.60    0.00 22554.42     0.00 190682.00     8.45    10.94    0.49   0.04  96.33
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00  1351.15    0.00 21077.30     0.00 179427.60     8.51     3.86    0.19   0.04  88.73
sdd               0.00   831.35    0.00 21067.35     0.00 175189.60     8.32     3.50    0.17   0.04  88.30
sdf               0.00  1420.30    0.00 20937.93     0.00 178865.87     8.54     8.75    0.42   0.05  98.79
sda               0.00     0.43    0.00    0.85     0.00    10.27    12.08     0.01   13.61   7.76   0.66
dm-0              0.00     0.00    0.00    1.28     0.00    10.27     8.00     0.02   15.34   5.14   0.66
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 90523.67     0.00 724162.27     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1206.42    0.00 21850.58     0.00 184228.27     8.43     9.11    0.42   0.04  95.12
sdc               0.00     0.02    0.00    0.43     0.00     3.50     8.08     0.00    0.12   0.08   0.00
sde               0.00  1176.83    0.00 22959.85     0.00 193084.27     8.41     4.28    0.19   0.04  91.55
sdd               0.00   757.85    0.00 22645.63     0.00 187222.53     8.27     3.86    0.18   0.04  90.85
sdf               0.00  1260.22    0.00 22439.02     0.00 189593.87     8.45     9.55    0.43   0.04  99.29
sda               0.00     0.72    0.00    1.03     0.00    14.00    13.55     0.02   14.84   7.29   0.75
dm-0              0.00     0.00    0.00    1.75     0.00    14.00     8.00     0.02   13.32   4.30   0.75
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 94270.68     0.00 754139.07     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1824.20  437.93 5235.87 224221.87 56238.00    49.43     1.44    0.26   0.05  27.98
sdc               0.00     0.02    0.00    0.27     0.00     2.50     9.38     0.00    0.00   0.00   0.00
sde               0.00  1949.62  437.93 5849.83 224221.87 62404.80    45.58     5.10    0.82   0.05  33.17
sdd               0.00  1181.78  437.62 5455.55 224062.13 53101.07    47.03     4.77    0.81   0.05  32.05
sdf               0.00  1900.10  438.10 6016.53 224204.80 63333.07    44.55     7.21    1.12   0.05  34.88
sda               0.00     0.42    0.00    0.97     0.00    11.07    11.45     0.01   15.40   6.83   0.66
dm-0              0.00     0.00    0.00    1.38     0.00    11.07     8.00     0.02   14.99   4.77   0.66
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00 1752.30 29386.02 897075.20 235059.07    36.36     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1423.65 4477.68  335.98 2292565.47 13876.40   479.14     1.81    0.38   0.15  72.92
sdc               0.00     0.00    0.00    0.12     0.00     1.02     8.71     0.00    0.43   0.43   0.01
sde               0.00  1587.12 4477.63  226.70 2292548.27 14510.53   490.41    27.17    5.78   0.21  97.33
sdd               0.00  1016.08 4477.78  199.43 2292622.67  9727.07   492.25    27.41    5.86   0.21  97.28
sdf               0.00  1524.83 4479.82  215.72 2292538.93 13924.40   491.20    32.76    6.98   0.21  98.43
sda               0.00     0.38    0.00    0.93     0.00    10.53    11.29     0.01   12.93   6.93   0.65
dm-0              0.00     0.00    0.00    1.32     0.00    10.53     8.00     0.02   12.91   4.90   0.65
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00 17912.88 6507.42 9170261.47 52035.20   377.65     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1488.37 3822.53  304.02 1957137.07 14139.47   477.71     1.36    0.33   0.15  61.21
sdc               0.00     0.02    0.00    0.43     0.00     3.45     7.96     0.00    0.04   0.04   0.00
sde               0.00  1595.53 3822.57  216.60 1957154.13 14497.07   488.13    25.61    6.34   0.20  82.43
sdd               0.00   997.73 3822.73  187.78 1957239.47  9484.13   490.39    26.38    6.58   0.21  82.86
sdf               0.00  1566.27 3824.48  207.75 1957180.53 14192.13   488.90    32.16    7.98   0.21  83.78
sda               0.00     0.55    0.00    0.88     0.00    11.47    12.98     0.01   14.45   7.06   0.62
dm-0              0.00     0.00    0.00    1.43     0.00    11.47     8.00     0.02   14.73   4.36   0.62
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00 15291.63 6542.10 7828360.53 52312.80   360.94     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1902.03    0.00  236.08     0.00 16869.99    71.46     0.06    0.24   0.11   2.48
sdc               0.00     0.00    0.00    0.10     0.00     0.88     8.83     0.00    0.00   0.00   0.00
sde               0.00  2054.84    0.00  211.85     0.00 18133.51    85.60     0.10    0.45   0.20   4.24
sdd               0.00  1226.73    0.00  189.95     0.00 11333.44    59.66     0.07    0.39   0.16   3.04
sdf               0.00  1954.52    0.00  199.13     0.00 17229.26    86.52     0.11    0.56   0.21   4.17
sda               0.00     0.53    0.00    0.88     0.00    11.33    12.83     0.01   16.15   6.79   0.60
dm-0              0.00     0.00    0.00    1.42     0.00    11.33     8.00     0.02   14.58   4.24   0.60
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 7949.04     0.00 63566.21     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  2152.97    0.00  259.27     0.00 19032.27    73.41     0.06    0.25   0.11   2.95
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00  2277.82    0.00  231.17     0.00 20071.87    86.83     0.11    0.47   0.21   4.75
sdd               0.00  1332.47    0.00  205.22     0.00 12301.47    59.94     0.08    0.38   0.16   3.37
sdf               0.00  2217.20    0.00  224.28     0.00 19531.87    87.09     0.12    0.54   0.21   4.72
sda               0.00     0.37    0.00    0.92     0.00    10.27    11.20     0.01   15.87   8.69   0.80
dm-0              0.00     0.00    0.00    1.28     0.00    10.27     8.00     0.02   17.42   6.21   0.80
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 8870.78     0.00 70937.47     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  2172.20    0.00  254.90     0.00 19162.40    75.18     0.06    0.24   0.11   2.70
sdc               0.00     0.02    0.00    0.45     0.00     3.57     7.93     0.00    0.11   0.07   0.00
sde               0.00  2261.43    0.00  226.32     0.00 19902.00    87.94     0.11    0.47   0.20   4.55
sdd               0.00  1368.08    0.00  205.22     0.00 12586.40    61.33     0.08    0.37   0.16   3.19
sdf               0.00  2212.28    0.00  220.27     0.00 19460.40    88.35     0.13    0.58   0.21   4.68
sda               0.00     0.45    0.00    0.88     0.00    10.67    12.08     0.01   13.13   7.81   0.69
dm-0              0.00     0.00    0.00    1.33     0.00    10.67     8.00     0.02   13.93   5.18   0.69
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 8892.25     0.00 71111.20     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  2221.62    0.00  260.28     0.00 19592.13    75.27     0.07    0.25   0.11   2.88
sdc               0.00     0.00    0.00    0.10     0.00     0.88     8.83     0.00    0.00   0.00   0.00
sde               0.00  2298.05    0.00  228.03     0.00 20208.67    88.62     0.11    0.48   0.21   4.71
sdd               0.00  1424.37    0.00  207.93     0.00 13058.40    62.80     0.08    0.38   0.16   3.38
sdf               0.00  2262.90    0.00  222.42     0.00 19882.53    89.39     0.12    0.56   0.21   4.71
sda               0.00     0.52    0.00    1.07     0.00    12.67    11.88     0.02   14.73   7.06   0.75
dm-0              0.00     0.00    0.00    1.58     0.00    12.67     8.00     0.02   13.93   4.76   0.75
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 9096.33     0.00 72741.73     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  2210.05    0.00  262.17     0.00 19513.87    74.43     0.06    0.23   0.11   2.86
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00  2352.88    0.00  234.13     0.00 20696.13    88.39     0.11    0.47   0.20   4.69
sdd               0.00  1432.02    0.00  210.65     0.00 13141.33    62.38     0.08    0.39   0.16   3.43
sdf               0.00  2292.62    0.00  225.97     0.00 20148.67    89.17     0.12    0.55   0.21   4.69
sda               0.00     0.43    0.00    1.00     0.00    11.47    11.47     0.01   14.85   7.25   0.72
dm-0              0.00     0.00    0.00    1.43     0.00    11.47     8.00     0.02   17.09   5.06   0.72
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 9190.83     0.00 73500.00     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  2254.23    0.00  270.90     0.00 19931.20    73.57     0.07    0.25   0.11   2.95
