Linux 2.6.32-220.el6.x86_64 (lightning) 	2013年02月05日 	_x86_64_	(64 CPU)

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.12  2945.27 1782.87 1630.79 23969.44 23473.92    13.90     1.24    0.37   0.04  14.84
sdc               0.03     0.02    0.09    0.24     1.16    10.44    35.34     0.00    0.97   0.55   0.02
sde               0.03  1665.00 1782.98 1378.09 24049.28 23345.17    14.99     0.78    0.25   0.05  14.25
sdd               0.03  1382.81 1782.04 1374.90 23534.78 22250.34    14.50     0.78    0.25   0.04  14.17
sdf               0.03  1353.67 1782.01 1340.68 23521.38 21968.66    14.57     1.24    0.40   0.05  15.10
sda               0.12     2.05    0.37    1.10    15.69    25.24    27.68     0.07   50.63   4.94   0.73
dm-0              0.00     0.00    0.43    3.15    15.51    25.24    11.35     0.30   82.50   2.04   0.73
dm-1              0.00     0.00    0.00    0.00     0.03     0.00     8.00     0.00    4.00   3.02   0.00
dm-2              0.00     0.00    0.00    0.00     0.01     0.00     8.00     0.00    4.14   3.09   0.00
md0               0.00     0.00 7128.14 8627.70 94178.53 84101.34    11.32     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1652.70    0.00  114.20     0.00 13904.27   121.75     0.22    1.93   0.16   1.78
sdc               0.00     0.03    0.00    0.63     0.00     5.33     8.42     0.00    0.29   0.13   0.01
sde               0.00  1720.77    0.00   84.62     0.00 14474.80   171.06     0.24    2.88   0.35   3.00
sdd               0.00  1557.92    0.00   90.88     0.00 13212.80   145.38     0.24    2.68   0.30   2.71
sdf               0.00  1633.78    0.00   81.97     0.00 13768.13   167.97     0.25    3.11   0.36   2.95
sda               0.00    98.22    0.00    2.08     0.00   802.40   385.15     0.04   19.66   6.65   1.39
dm-0              0.00     0.00    0.00  100.30     0.00   802.40     8.00     2.32   23.17   0.14   1.39
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 6904.67     0.00 55212.67     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  2163.67    0.00  114.17     0.00 17989.07   157.57     0.04    0.33   0.17   1.94
sdc               0.00     0.00    0.00    0.08     0.00     0.37     4.40     0.00    0.00   0.00   0.00
sde               0.00  2259.75    0.00   78.53     0.00 18706.27   238.20     0.08    1.00   0.46   3.61
sdd               0.00  1939.18    0.00   73.58     0.00 16102.13   218.83     0.06    0.86   0.41   2.99
sdf               0.00  2186.82    0.00   75.93     0.00 18102.00   238.39     0.08    1.03   0.46   3.47
sda               0.00     0.55    0.00    0.73     0.00    10.27    14.00     0.01   11.70   6.70   0.49
dm-0              0.00     0.00    0.00    1.28     0.00    10.27     8.00     0.02   11.94   3.83   0.49
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 8864.67     0.00 70899.47     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  2261.92    0.00  160.10     0.00 19052.13   119.00     0.04    0.25   0.13   2.13
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00  2358.58    0.00  109.17     0.00 19742.00   180.84     0.09    0.82   0.38   4.20
sdd               0.00  1847.17    0.00  100.10     0.00 15578.13   155.63     0.06    0.65   0.32   3.25
sdf               0.00  2268.05    0.00  102.72     0.00 18966.13   184.65     0.09    0.84   0.38   3.90
sda               0.00     0.35    0.00    0.83     0.00     9.47    11.36     0.01   13.16   6.92   0.58
dm-0              0.00     0.00    0.00    1.18     0.00     9.47     8.00     0.02   13.89   4.87   0.58
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 9169.65     0.00 73338.40     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1491.30    0.00  162.97     0.00 12994.00    79.73     0.04    0.24   0.11   1.87
sdc               0.00     0.02    0.00    0.45     0.00     3.93     8.74     0.00    0.07   0.04   0.00
sde               0.00  1607.40    0.00  133.90     0.00 13930.40   104.04     0.07    0.54   0.25   3.30
sdd               0.00  1127.60    0.00  121.48     0.00  9992.67    82.26     0.06    0.46   0.20   2.45
sdf               0.00  1492.78    0.00  128.07     0.00 12966.80   101.25     0.08    0.62   0.25   3.25
sda               0.00     0.48    0.00    0.97     0.00    11.60    12.00     0.02   15.93   7.71   0.74
dm-0              0.00     0.00    0.00    1.45     0.00    11.60     8.00     0.02   17.09   5.14   0.74
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 6240.73     0.00 49884.40     7.99     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1191.15    0.00  142.68     0.00 10472.67    73.40     0.03    0.24   0.11   1.64
sdc               0.00     0.00    0.00    0.08     0.00     0.72     8.60     0.00    0.00   0.00   0.00
sde               0.00  1348.80    0.00  124.52     0.00 11784.27    94.64     0.06    0.52   0.24   2.99
sdd               0.00   903.88    0.00  108.53     0.00  8099.33    74.63     0.05    0.47   0.21   2.31
sdf               0.00  1277.28    0.00  116.47     0.00 11148.67    95.72     0.07    0.64   0.27   3.10
sda               0.00     0.38    0.00    0.90     0.00    10.27    11.41     0.01   11.07   6.43   0.58
dm-0              0.00     0.00    0.00    1.28     0.00    10.27     8.00     0.01   11.56   4.51   0.58
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 5193.97     0.00 41514.53     7.99     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1189.05    0.00  151.37     0.00 10526.27    69.54     0.04    0.24   0.11   1.67
sdc               0.00     0.02    0.00    0.27     0.00     2.00     7.50     0.00    0.19   0.19   0.01
sde               0.00  1351.95    0.00  130.05     0.00 11841.47    91.05     0.07    0.51   0.23   2.95
sdd               0.00   893.48    0.00  112.85     0.00  8050.67    71.34     0.05    0.42   0.19   2.13
sdf               0.00  1273.83    0.00  125.30     0.00 11177.60    89.21     0.07    0.59   0.23   2.94
sda               0.00     0.48    0.00    1.00     0.00    11.87    11.87     0.01   13.20   7.40   0.74
dm-0              0.00     0.00    0.00    1.48     0.00    11.87     8.00     0.02   14.06   4.99   0.74
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 5206.98     0.00 41620.00     7.99     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1095.30    0.00  133.68     0.00  9650.00    72.19     0.04    0.27   0.13   1.71
sdc               0.00     0.02    0.00    0.45     0.00     3.95     8.78     0.00    0.07   0.07   0.00
sde               0.00  1285.45    0.00  122.77     0.00 11282.53    91.90     0.06    0.50   0.23   2.77
sdd               0.00   845.18    0.00  104.67     0.00  7598.80    72.60     0.05    0.45   0.21   2.16
sdf               0.00  1178.18    0.00  114.55     0.00 10358.67    90.43     0.07    0.58   0.24   2.75
sda               0.00     0.53    0.00    0.93     0.00    11.73    12.57     0.02   17.00   8.21   0.77
dm-0              0.00     0.00    0.00    1.47     0.00    11.73     8.00     0.02   16.98   5.23   0.77
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 4861.10     0.00 38855.87     7.99     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1071.98    0.00  131.58     0.00  9441.73    71.75     0.04    0.27   0.13   1.66
sdc               0.00     0.18    0.00    1.35     0.00   361.35   267.67     0.00    2.64   0.28   0.04
sde               0.00  1278.03    0.00  123.25     0.00 11210.27    90.96     0.06    0.50   0.22   2.73
sdd               0.00   821.70    0.00  102.08     0.00  7390.27    72.39     0.05    0.44   0.20   2.07
sdf               0.00  1164.18    0.00  118.12     0.00 10258.40    86.85     0.07    0.57   0.23   2.66
sda               0.00     0.38    0.00    1.23     0.00    12.93    10.49     0.02   16.53   6.35   0.78
dm-0              0.00     0.00    0.00    1.62     0.00    12.93     8.00     0.03   17.72   4.86   0.78
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 4791.68     0.00 38300.67     7.99     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1174.33    0.00  141.38     0.00 10340.67    73.14     0.04    0.25   0.12   1.64
sdc               0.00     0.00    0.00    0.10     0.00     0.63     6.33     0.00    0.00   0.00   0.00
sde               0.00  1340.43    0.00  129.32     0.00 11758.00    90.92     0.07    0.51   0.22   2.87
sdd               0.00   878.13    0.00  105.17     0.00  7866.40    74.80     0.05    0.47   0.21   2.17
sdf               0.00  1273.02    0.00  124.50     0.00 11180.13    89.80     0.07    0.60   0.23   2.90
sda               0.00     0.47    0.00    1.07     0.00    12.27    11.50     0.02   16.72   7.14   0.76
dm-0              0.00     0.00    0.00    1.53     0.00    12.27     8.00     0.03   17.36   4.97   0.76
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 5147.12     0.00 41145.20     7.99     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1192.95    0.00  143.03     0.00 10502.40    73.43     0.04    0.27   0.12   1.66
sdc               0.00     0.02    0.00    0.50     0.00     4.72     9.43     0.00    0.07   0.03   0.00
sde               0.00  1372.10    0.00  132.25     0.00 12034.80    91.00     0.06    0.48   0.21   2.84
sdd               0.00   859.15    0.00  108.00     0.00  7737.20    71.64     0.05    0.42   0.20   2.13
sdf               0.00  1311.30    0.00  127.40     0.00 11509.60    90.34     0.07    0.58   0.23   2.88
sda               0.00     0.70    0.00    0.88     0.00    12.67    14.34     0.01   11.79   6.42   0.57
dm-0              0.00     0.00    0.00    1.58     0.00    12.67     8.00     0.02   11.80   3.58   0.57
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 5226.85     0.00 41784.00     7.99     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1230.90    0.00  143.58     0.00 10807.60    75.27     0.04    0.26   0.12   1.77
sdc               0.00     0.02    0.00    0.23     0.00     1.60     6.86     0.00    0.00   0.00   0.00
sde               0.00  1385.78    0.00  130.28     0.00 12128.53    93.09     0.06    0.48   0.22   2.86
sdd               0.00   884.98    0.00  112.47     0.00  7979.60    70.95     0.05    0.44   0.20   2.22
sdf               0.00  1319.12    0.00  124.05     0.00 11545.33    93.07     0.07    0.58   0.23   2.91
sda               0.00     0.28    0.00    0.92     0.00     9.60    10.47     0.01   12.29   6.44   0.59
dm-0              0.00     0.00    0.00    1.20     0.00     9.60     8.00     0.02   12.99   4.92   0.59
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 5311.38     0.00 42461.07     7.99     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1150.90    0.00  132.67     0.00 10096.27    76.10     0.04    0.29   0.13   1.73
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00  1275.22    0.00  126.95     0.00 11217.33    88.36     0.07    0.51   0.23   2.95
sdd               0.00   836.18    0.00  104.28     0.00  7523.73    72.15     0.05    0.45   0.20   2.13
sdf               0.00  1182.60    0.00  115.38     0.00 10383.87    89.99     0.07    0.60   0.24   2.79
sda               0.00     0.33    0.00    0.93     0.00    10.13    10.86     0.01   13.70   6.55   0.61
dm-0              0.00     0.00    0.00    1.27     0.00    10.13     8.00     0.02   14.13   4.83   0.61
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 4906.07     0.00 39221.20     7.99     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1174.47    0.00  136.40     0.00 10311.87    75.60     0.04    0.28   0.12   1.69
sdc               0.00     0.02    0.00    0.45     0.00     3.95     8.78     0.00    0.07   0.07   0.00
sde               0.00  1293.80    0.00  123.95     0.00 11342.00    91.50     0.06    0.50   0.23   2.81
sdd               0.00   852.75    0.00  107.87     0.00  7684.93    71.24     0.05    0.47   0.20   2.18
sdf               0.00  1240.47    0.00  119.78     0.00 10882.00    90.85     0.07    0.59   0.24   2.82
sda               0.00     0.60    0.00    1.02     0.00    12.93    12.72     0.02   15.87   7.39   0.75
dm-0              0.00     0.00    0.00    1.62     0.00    12.93     8.00     0.03   16.24   4.65   0.75
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 5031.27     0.00 40220.80     7.99     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1326.42    0.02  159.53     0.13 11694.13    73.30     0.04    0.25   0.12   1.87
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00  1473.83    0.00  141.93     0.00 12926.13    91.07     0.07    0.48   0.22   3.10
sdd               0.00   944.98    0.00  128.18     0.00  8585.33    66.98     0.05    0.40   0.18   2.36
