Linux 2.6.32-220.el6.x86_64 (lightning) 	2013年02月05日 	_x86_64_	(64 CPU)

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sde            6287.83    224256.00     62404.80   13455360    3744288
sdd            5893.32    224104.00     53102.93   13446240    3186176
sdf            6454.73    224256.00     63333.07   13455360    3799984
sda               0.97         0.00        11.07          0        664
dm-0              1.38         0.00        11.07          0        664
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0           31138.62    897160.53    235060.13   53829632   14103608

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb            4813.58   2292523.60     13876.40  137551416     832584
sdc               0.12         0.00         1.02          0         61
sde            4704.27   2292514.13     14510.53  137550848     870632
sdd            4677.12   2292580.80      9726.00  137554848     583560
sdf            4695.43   2292487.73     13924.40  137549264     835464
sda               0.93         0.00        10.53          0        632
dm-0              1.32         0.00        10.53          0        632
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0           24420.12   9170168.40     52035.20  550210104    3122112

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb            4126.57   1957144.80     14139.47  117428688     848368
sdc               0.43         0.00         3.45          0        207
sde            4039.17   1957154.13     14497.07  117429248     869824
sdd            4010.52   1957239.47      9484.13  117434368     569048
sdf            4032.23   1957180.53     14192.13  117430832     851528
sda               0.88         0.00        11.47          0        688
dm-0              1.43         0.00        11.47          0        688
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0           21833.75   7828368.27     52312.80  469702096    3138768

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             236.08         0.00     16869.99          0    1012368
sdc               0.10         0.00         0.88          0         53
sde             211.85         0.00     18133.51          0    1088192
sdd             189.95         0.00     11333.44          0     680120
sdf             199.13         0.00     17229.26          0    1033928
sda               0.88         0.00        11.33          0        680
dm-0              1.42         0.00        11.33          0        680
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            7949.04         0.00     63566.21          0    3814608

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             259.27         0.00     19032.27          0    1141936
sdc               0.07         0.00         0.10          0          6
sde             231.17         0.00     20071.87          0    1204312
sdd             205.22         0.00     12301.47          0     738088
sdf             224.28         0.00     19531.87          0    1171912
sda               0.92         0.00        10.27          0        616
dm-0              1.28         0.00        10.27          0        616
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            8870.78         0.00     70937.47          0    4256248

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             254.90         0.00     19162.40          0    1149744
sdc               0.45         0.00         3.57          0        214
sde             226.32         0.00     19902.00          0    1194120
sdd             205.22         0.00     12586.40          0     755184
sdf             220.27         0.00     19460.40          0    1167624
sda               0.88         0.00        10.67          0        640
dm-0              1.33         0.00        10.67          0        640
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            8892.25         0.00     71111.20          0    4266672

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             260.28         0.00     19592.13          0    1175528
sdc               0.10         0.00         0.88          0         53
sde             228.03         0.00     20208.67          0    1212520
sdd             207.93         0.00     13058.40          0     783504
sdf             222.42         0.00     19882.53          0    1192952
sda               1.07         0.00        12.67          0        760
dm-0              1.58         0.00        12.67          0        760
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            9096.33         0.00     72741.73          0    4364504

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             262.17         0.00     19513.87          0    1170832
sdc               0.07         0.00         0.10          0          6
sde             234.13         0.00     20696.13          0    1241768
sdd             210.65         0.00     13141.33          0     788480
sdf             225.97         0.00     20148.67          0    1208920
sda               1.00         0.00        11.47          0        688
dm-0              1.43         0.00        11.47          0        688
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            9190.83         0.00     73500.00          0    4410000

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             270.90         0.00     19931.20          0    1195872
sdc               0.43         0.00         3.43          0        206
sde             232.98         0.00     20630.80          0    1237848
sdd             217.30         0.00     13042.40          0     782544
sdf             227.95         0.00     20151.60          0    1209096
sda               1.02         0.00        12.67          0        760
dm-0              1.58         0.00        12.67          0        760
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            9223.02         0.00     73756.00          0    4425360

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             278.57         0.00     20021.20          0    1201272
sdc               0.10         0.00         0.88          0         53
sde             226.43         0.00     20346.27          0    1220776
sdd             216.80         0.00     12987.73          0     779264
sdf             221.72         0.00     19924.53          0    1195472
sda               1.12         0.00        13.33          0        800
dm-0              1.67         0.00        13.33          0        800
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            9163.58         0.00     73279.73          0    4396784

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             261.63         0.00     18972.93          0    1138376
sdc               0.23         0.00         1.70          0        102
sde             224.83         0.00     19986.40          0    1199184
sdd             205.90         0.00     12419.07          0     745144
sdf             214.42         0.00     19426.00          0    1165560
sda               1.05         0.00        13.87          0        832
dm-0              1.73         0.00        13.87          0        832
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            8854.08         0.00     70804.40          0    4248264

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             245.43         0.00     17742.13          0    1064528
sdc               0.48         0.00         4.37          0        262
sde             216.03         0.00     19131.07          0    1147864
sdd             197.88         0.00     11858.40          0     711504
sdf             203.77         0.00     18163.47          0    1089808
sda               0.83         0.00        10.53          0        632
dm-0              1.32         0.00        10.53          0        632
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            8365.72         0.00     66895.07          0    4013704

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             237.75         0.00     17612.27          0    1056736
sdc               0.10         0.00         0.88          0         53
sde             216.80         0.00     19083.73          0    1145024
sdd             197.97         0.00     12056.67          0     723400
sdf             206.10         0.00     18004.80          0    1080288
sda               0.83         0.00         9.33          0        560
dm-0              1.17         0.00         9.33          0        560
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            8348.02         0.00     66757.47          0    4005448

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             252.18         0.00     18571.73          0    1114304
sdc               0.07         0.00         0.10          0          6
sde             221.98         0.00     19903.33          0    1194200
sdd             199.52         0.00     12001.20          0     720072
sdf             215.62         0.00     19271.20          0    1156272
sda               1.07         0.00        12.13          0        728
dm-0              1.52         0.00        12.13          0        728
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            8721.95         0.00     69747.47          0    4184848

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             287.33         0.00     21280.67          0    1276840
sdc               0.43         0.00         3.47          0        208
sde             255.08         0.00     22524.53          0    1351472
sdd             225.43         0.00     13549.07          0     812944
sdf             237.95         0.00     21730.13          0    1303808
sda               0.77         0.00        10.80          0        648
dm-0              1.35         0.00        10.80          0        648
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            9889.25         0.00     79084.40          0    4745064

Linux 2.6.32-220.el6.x86_64 (lightning) 	2013年02月05日 	_x86_64_	(64 CPU)

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb            2922.78     22133.73     20893.54 2486066057 2346767366
sdc               0.32         0.95        11.23     107046    1261134
sde            2714.95     22199.11     20861.79 2493409082 2343200678
sdd            2709.26     21777.82     19621.44 2446089450 2203884166
sdf            2682.39     21766.84     19692.25 2444856514 2211837966
sda               1.39        12.85        23.70    1442904    2661964
dm-0              3.32        12.70        23.70    1426962    2661920
dm-1              0.00         0.02         0.00       2592          0
dm-2              0.00         0.01         0.00       1280         16
md0           13794.18     87143.54     75388.85 9787982122 8467692536

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb              92.60         0.00     11891.73          0     713504
sdc               1.32         0.00        11.62          0        697
sde              52.97         0.00     12392.80          0     743568
sdd              51.63         0.00     10994.27          0     659656
sdf              52.70         0.00     11673.47          0     700408
sda               1.75         0.00       799.33          0      47960
dm-0             99.92         0.00       799.33          0      47960
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            5872.00         0.00     46952.27          0    2817136

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             119.93         0.13     19214.80          8    1152888
sdc               0.13         0.00         1.42          0         85
sde              84.97         0.00     20006.13          0    1200368
sdd              78.35         0.00     17302.93          0    1038176
sdf              79.52         0.00     19279.33          0    1156760
sda               2.12         0.00        25.87          0       1552
dm-0              3.23         0.00        25.87          0       1552
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            9477.80         0.13     75803.20          8    4548192

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             178.05         0.00     20380.13          0    1222808
sdc               0.07         0.00         0.10          0          6
sde             131.10         0.00     20983.60          0    1259016
sdd             122.42         0.00     16404.67          0     984280
sdf             127.05         0.00     20227.47          0    1213648
sda               0.97         0.00        10.53          0        632
dm-0              1.32         0.00        10.53          0        632
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            9752.88         0.00     77995.87          0    4679752

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             154.68         0.00     11786.40          0     707184
sdc               0.43         0.00         3.43          0        206
sde             131.70         0.00     12892.67          0     773560
sdd             120.92         0.00      9322.00          0     559320
sdf             121.55         0.00     12101.87          0     726112
sda               1.35         1.07        18.53         64       1112
dm-0              2.40         1.07        18.53         64       1112
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            5768.27         0.00     46102.93          0    2766176

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             139.30         0.00     10186.00          0     611160
sdc               0.10         0.00         0.88          0         53
sde             123.27         0.00     11740.40          0     704424
sdd             106.55         0.00      7896.93          0     473816
sdf             114.90         0.00     10919.73          0     655184
sda               1.22         0.00        14.00          0        840
dm-0              1.75         0.00        14.00          0        840
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            5097.63         0.00     40743.07          0    2444584

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             134.80         0.00      9500.67          0     570040
sdc               0.23         0.00         1.70          0        102
sde             125.38         0.00     11124.40          0     667464
sdd              98.83         0.00      7448.93          0     446936
sdf             113.42         0.00     10291.20          0     617472
sda               1.08         0.00        14.13          0        848
dm-0              1.77         0.00        14.13          0        848
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            4799.78         0.00     38365.20          0    2301912

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             131.62         0.00      9689.20          0     581352
sdc               0.48         0.00         4.33          0        260
sde             123.47         0.00     11064.67          0     663880
sdd             102.37         0.00      7560.80          0     453648
sdf             119.23         0.00     10494.13          0     629648
sda               0.97         0.00        11.47          0        688
dm-0              1.43         0.00        11.47          0        688
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            4855.08         0.00     38808.80          0    2328528

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             136.33         0.00      9827.07          0     589624
sdc               0.10         0.00         0.88          0         53
sde             131.87         0.00     11492.00          0     689520
sdd             103.62         0.00      7606.93          0     456416
sdf             122.15         0.00     10691.87          0     641512
sda               0.87         0.00        10.93          0        656
dm-0              1.37         0.00        10.93          0        656
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            4956.53         0.00     39617.87          0    2377072

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             144.27         0.00     10718.00          0     643080
sdc               0.07         0.00         0.10          0          6
sde             140.40         0.00     12477.33          0     748640
sdd             112.72         0.00      8006.00          0     480360
sdf             131.25         0.00     12082.53          0     724952
sda               0.87         0.00        10.53          0        632
dm-0              1.32         0.00        10.53          0        632
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            5414.52         0.00     43283.87          0    2597032

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             147.95         0.00     10809.33          0     648560
sdc               0.43         0.00         3.43          0        206
sde             135.82         0.00     12363.33          0     741800
sdd             109.22         0.00      7922.67          0     475360
sdf             130.85         0.00     11751.47          0     705088
sda               0.93         0.00        12.00          0        720
dm-0              1.50         0.00        12.00          0        720
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            5359.67         0.00     42846.80          0    2570808

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             144.13         0.00     10577.47          0     634648
sdc               0.25         0.00         2.22          0        133
sde             134.38         0.00     12389.60          0     743376
sdd             112.97         0.00      8079.73          0     484784
sdf             124.72         0.00     11367.20          0     682032
sda               0.98         0.00        10.40          0        624
dm-0              1.30         0.00        10.40          0        624
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            5305.63         0.00     42414.00          0    2544840

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             145.08         0.00     10747.73          0     644864
sdc               0.12         0.00         1.02          0         61
sde             132.02         0.00     12294.67          0     737680
sdd             109.90         0.00      8002.67          0     480160
sdf             125.52         0.00     11670.53          0     700232
sda               0.98         0.00        12.53          0        752
dm-0              1.57         0.00        12.53          0        752
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            5343.13         0.00     42715.60          0    2562936

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             152.78         0.00     11218.53          0     673112
sdc               0.43         0.00         3.43          0        206
sde             137.82         0.00     12770.93          0     766256
sdd             117.83         0.00      8380.93          0     502856
sdf             132.57         0.00     11927.33          0     715640
sda               1.37         0.27        50.27         16       3016
dm-0              6.32         0.27        50.27         16       3016
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            5540.45         0.00     44297.73          0    2657864

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             159.40         0.00     11486.93          0     689216
sdc               0.10         0.00         0.88          0         53
sde             143.35         0.00     12992.13          0     779528
sdd             125.60         0.00      8624.00          0     517440
sdf             135.18         0.00     12008.27          0     720496
sda               1.12         0.00        12.80          0        768
dm-0              1.60         0.00        12.80          0        768
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            5642.27         0.00     45111.33          0    2706680

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             149.03         0.00     11009.73          0     660584
sdc               0.07         0.00         0.10          0          6
sde             139.00         0.00     12664.67          0     759880
sdd             119.87         0.00      8371.87          0     502312
sdf             133.72         0.00     11837.60          0     710256
sda               1.08         0.00        12.00          0        720
dm-0              1.50         0.00        12.00          0        720
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            5488.52         0.00     43883.87          0    2633032

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             163.80         0.00     11645.20          0     698712
sdc               0.45         0.00         3.57          0        214
sde             146.97         0.00     13077.33          0     784640
sdd             128.80         0.00      8513.07          0     510784
sdf             138.58         0.00     12184.40          0     731064
sda               1.03         0.00        14.67          0        880
dm-0              1.83         0.00        14.67          0        880
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            5680.57         0.00     45420.00          0    2725200

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb            4139.55   1326114.25     11205.33   79566855     672320
sdc               0.10         0.00         0.88          0         53
sde            3732.03   1325918.92     12067.47   79555135     724048
sdd            3703.83   1326114.25      8062.40   79566855     483744
sdf            3563.05   1326097.07     11362.93   79565824     681776
sda               2.82       279.07        15.60      16744        936
dm-0              3.57       279.07        15.60      16744        936
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0           20880.93   5304619.58     42698.13  318277175    2561888

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb            2932.30    910847.88     12822.27   54650873     769336
sdc               0.07         0.00         0.10          0          6
sde            2623.55    911043.22     13659.73   54662593     819584
sdd            2612.20    910847.88      9022.53   54650873     541352
sdf            2480.87    910865.07     13126.40   54651904     787584
sda               0.82         0.00         8.67          0        520
dm-0              1.08         0.00         8.67          0        520
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0           16755.30   3643228.95     48630.93  218593737    2917856

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             195.65         0.00     13430.00          0     805800
sdc               0.42         0.00         3.30          0        198
sde             170.10         0.00     14635.60          0     878136
sdd             155.60         0.00      9763.87          0     585832
sdf             163.35         0.00     14005.60          0     840336
sda               1.07         0.00        12.40          0        744
dm-0              1.55         0.00        12.40          0        744
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            6483.03         0.00     51835.07          0    3110104

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             197.83         0.00     13851.20          0     831072
sdc               0.10         0.00         0.88          0         53
sde             170.27         0.00     14561.47          0     873688
sdd             157.22         0.00      9779.07          0     586744
sdf             163.68         0.00     13882.67          0     832960
sda               1.17         0.00        14.00          0        840
dm-0              1.75         0.00        14.00          0        840
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            6512.87         0.00     52074.40          0    3124464

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             197.18         0.00     13643.47          0     818608
sdc               0.23         0.00         1.70          0        102
sde             171.35         0.00     14622.13          0     877328
sdd             157.15         0.00      9618.80          0     577128
sdf             166.33         0.00     14060.67          0     843640
sda               0.92         0.00        11.73          0        704
dm-0              1.47         0.00        11.73          0        704
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            6496.62         0.00     51945.07          0    3116704

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             183.65         0.00     12865.20          0     771912
sdc               0.48         0.00         4.33          0        260
sde             162.35         0.00     14238.67          0     854320
sdd             143.35         0.00      9096.67          0     545800
sdf             153.25         0.00     13315.47          0     798928
sda               0.98         0.00        12.27          0        736
dm-0              1.53         0.00        12.27          0        736
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            6192.87         0.00     49516.00          0    2970960

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             163.65         0.00     11975.87          0     718552
sdc               0.08         0.00         0.62          0         37
sde             147.60         0.00     13041.87          0     782512
sdd             139.52         0.00      8946.13          0     536768
sdf             144.78         0.00     12340.80          0     740448
sda               1.10         0.00        12.00          0        720
dm-0              1.50         0.00        12.00          0        720
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            5791.30         0.00     46304.67          0    2778280

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             183.58         0.00     12726.27          0     763576
sdc               0.07         0.00         0.10          0          6
sde             157.40         0.00     13664.53          0     819872
sdd             143.47         0.00      9122.93          0     547376
sdf             147.73         0.00     12790.53          0     767432
sda               0.72         0.00         9.73          0        584
dm-0              1.22         0.00         9.73          0        584
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            6041.50         0.00     48304.27          0    2898256

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             217.87         0.00     14939.73          0     896384
sdc               0.33         0.00         2.62          0        157
sde             176.63         0.00     15491.73          0     929504
sdd             164.60         0.00     10339.20          0     620352
sdf             171.42         0.00     14933.47          0     896008
sda               0.82         0.00        10.53          0        632
dm-0              1.32         0.00        10.53          0        632
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            6966.63         0.00     55704.13          0    3342248

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             211.38         0.00     14375.60          0     862536
sdc               0.35         0.00         3.02          0        181
sde             167.43         0.00     14858.80          0     891528
sdd             173.32         0.00     10259.33          0     615560
sdf             162.10         0.00     14299.60          0     857976
sda               2.40       106.40        22.53       6384       1352
dm-0              3.57       106.40        22.53       6384       1352
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            6727.58         0.00     53793.33          0    3227600

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb            5294.35   1676697.60     13188.67  100601856     791320
sdc               0.12         0.00         1.02          0         61
sde            4727.07   1676697.72     13532.80  100601863     811968
sdd            4729.73   1676697.72      9502.00  100601863     570120
sdf            4551.90   1676697.60     12776.80  100601856     766608
sda               5.28        12.67       167.47        760      10048
dm-0             22.27        12.67       167.47        760      10048
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0           25777.43   6706961.18     49000.27  402417671    2940016

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb            1915.77    560264.53     14741.20   33615872     884472
sdc               0.33         0.00         2.63          0        158
sde            1691.45    560264.42     14860.80   33615865     891648
sdd            1686.52    560264.42     10327.60   33615865     619656
sdf            1603.53    560264.53     14295.20   33615872     857712
sda               9.35        63.73       258.00       3824      15480
dm-0             35.15        63.73       258.00       3824      15480
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0           13346.45   2240887.35     54224.80  134453241    3253488

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             213.05         0.00     14820.53          0     889232
sdc               0.18         0.00         1.42          0         85
sde             172.68         0.00     15431.33          0     925880
sdd             175.53         0.00     10617.73          0     637064
sdf             163.23         0.00     14364.13          0     861848
sda               1.92         0.00        33.20          0       1992
dm-0              4.15         0.00        33.20          0       1992
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            6910.13         0.00     55252.67          0    3315160

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             205.12         0.00     14441.33          0     866480
sdc               0.07         0.00         0.10          0          6
sde             173.40         0.00     15184.53          0     911072
sdd             171.15         0.00     10238.00          0     614280
sdf             166.62         0.00     14352.00          0     861120
sda               1.27         0.00        14.27          0        856
dm-0              1.78         0.00        14.27          0        856
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            6778.92         0.00     54205.07          0    3252304

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             216.38         0.00     15315.33          0     918920
sdc               0.33         0.00         2.62          0        157
sde             189.73         0.00     16165.87          0     969952
sdd             175.67         0.00     10603.47          0     636208
sdf             180.73         0.00     15338.80          0     920328
sda               1.13         0.00        13.73          0        824
dm-0              1.72         0.00        13.73          0        824
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            7181.97         0.00     57426.00          0    3445560

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             204.97         0.00     14748.40          0     884904
sdc               1.50         0.00       363.15          0      21789
sde             181.63         0.00     15405.60          0     924336
sdd             170.27         0.00     10225.47          0     613528
sdf             169.78         0.00     14503.87          0     870232
sda               0.82         0.00        12.13          0        728
dm-0              1.52         0.00        12.13          0        728
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            6868.78         0.00     54924.27          0    3295456

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             212.22         0.00     14586.40          0     875184
sdc               0.12         0.00         0.90          0         54
sde             175.75         0.00     15104.13          0     906248
sdd             166.98         0.00     10143.20          0     608592
sdf             165.35         0.00     14113.20          0     846792
sda               0.90         0.00        10.53          0        632
dm-0              1.32         0.00        10.53          0        632
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            6740.25         0.00     53895.33          0    3233720

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb            2210.83    664234.67     13861.07   39854080     831664
sdc               0.33         0.00         2.63          0        158
sde            1933.48    664234.78     14360.13   39854087     861608
sdd            1899.55    664175.85      9699.87   39850551     581992
sdf            1841.85    664209.98     13666.40   39852599     819984
sda               1.88         0.13       102.67          8       6160
dm-0             12.85         0.13       102.67          8       6160
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0           14235.95   2657092.38     51587.47  159425543    3095248

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb            4975.87   1572465.39     13128.75   94363648     787856
sdc               0.20         0.00         1.68          0        101
sde            4440.43   1572465.27     13421.50   94363641     805424
sdd            4411.96   1572524.20      9188.07   94367177     551376
sdf            4225.76   1572490.07     12923.85   94365129     775560
sda               2.07         0.27       116.51         16       6992
dm-0             14.60         0.27       116.51         16       6992
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0           24512.33   6289707.87     48662.16  377445369    2920216

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             214.25         0.00     14713.20          0     882792
sdc               0.23         0.00         1.70          0        102
sde             173.08         0.00     15188.80          0     911328
sdd             170.65         0.00     10299.87          0     617992
sdf             160.70         0.00     14331.33          0     859880
sda               1.68         0.00        90.27          0       5416
dm-0             11.28         0.00        90.27          0       5416
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            6819.80         0.00     54533.20          0    3271992

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             222.22         0.00     15568.00          0     934080
sdc               0.38         0.00         3.55          0        213
sde             176.83         0.00     15704.00          0     942240
sdd             176.65         0.00     10712.67          0     642760
sdf             172.53         0.00     15138.27          0     908296
sda               1.42         0.00        16.27          0        976
dm-0              2.03         0.00        16.27          0        976
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            7143.75         0.00     57122.93          0    3427376

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             227.87         0.00     16173.07          0     970384
sdc               0.20         0.00         1.68          0        101
sde             187.00         0.00     16573.33          0     994400
sdd             185.55         0.00     11186.00          0     671160
sdf             181.73         0.00     15836.13          0     950168
